date,likes,replies,retweets,source,tweet,sentiment
2012-05-12 03:39:17+00:00,0,0,2,Twitter for iPhone,follow my lil bro buzzflightyear instagram  lilsilkk  its poppin fa sum,"[{'label': 'positive', 'score': 0.9653412699699402}]"
2012-05-12 03:30:01+00:00,0,1,2,Twitter for iPhone,booln with my lil bro buzzflightyear follow him,"[{'label': 'positive', 'score': 0.8887717127799988}]"
2012-05-12 00:01:43+00:00,0,1,0,Twitter for iPhone,msinfamous300 2 bottles of dat dirty. . .  u no bout that,"[{'label': 'negative', 'score': 0.6611549854278564}]"
2012-05-11 19:46:26+00:00,1,0,1,Instagram,swagg ,"[{'label': 'positive', 'score': 0.6589891910552979}]"
2012-05-11 19:41:05+00:00,0,1,0,Twitter for iPhone,bloodyru wats bangin homie youngthugworldus never them,"[{'label': 'neutral', 'score': 0.6700628399848938}]"
2012-05-11 18:35:01+00:00,0,0,1,Instagram,wat5h out  ,"[{'label': 'neutral', 'score': 0.919221043586731}]"
2012-05-11 17:24:26+00:00,118,8,88,Twitter for iPhone,"u so ugly, u gotta sneak up on a glass of water","[{'label': 'negative', 'score': 0.9155381321907043}]"
2012-05-11 14:40:01+00:00,1,0,1,TweetDeck,hottest mixtape of 2012young thug icfn2 now on itunes ,"[{'label': 'neutral', 'score': 0.634308397769928}]"
2012-05-11 14:32:52+00:00,0,1,1,TweetCaster for iOS,booking  404 804 5579 archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.8405353426933289}]"
2012-05-11 06:46:13+00:00,0,0,3,ReverbNation,"young thug has a show on 05122012 at 1000 pm  concert in chattanooga, tn  concert","[{'label': 'neutral', 'score': 0.9046863913536072}]"
2012-05-10 19:04:09+00:00,0,0,0,Twitter for iPhone,londonjae4real youngthugworld aye hit my jack lil browhat up bro,"[{'label': 'neutral', 'score': 0.6266013383865356}]"
2012-05-10 19:02:21+00:00,0,0,0,Twitter for iPhone,mpawicced youngthugworld bastarddirty bastard,"[{'label': 'negative', 'score': 0.9266518950462341}]"
2012-05-10 03:56:45+00:00,0,2,0,Twitter for iPhone,ebonyworldbitch youngthugworld u get to follow me so i can txt u baccdone,"[{'label': 'neutral', 'score': 0.7556343078613281}]"
2012-05-10 01:21:39+00:00,0,2,1,Twitter for iPhone,maybachro5 youngthugworld pikk up robro,"[{'label': 'neutral', 'score': 0.8509519100189209}]"
2012-05-09 22:50:49+00:00,0,0,1,Twitter for iPhone,grownmoneylosie youngthugworld ball my phone bloodwhats the num,"[{'label': 'neutral', 'score': 0.8428717851638794}]"
2012-05-09 22:19:31+00:00,4,0,30,TweetDeck,salute 2 all my real fans icfn3 on the way doe,"[{'label': 'positive', 'score': 0.9572195410728455}]"
2012-05-09 22:16:13+00:00,0,2,0,Twitter for iPhone,maniacdoll youngthugworld man i miss yo crazy axx ....how u been bay,"[{'label': 'neutral', 'score': 0.5886671543121338}]"
2012-05-09 20:53:54+00:00,0,2,0,TweetDeck,booking  archivebookinggmail.com 4048045579,"[{'label': 'neutral', 'score': 0.8500011563301086}]"
2012-05-09 20:28:28+00:00,0,2,0,Twitter for iPhone,maniacdoll like where have youngthugworld been what up lil sis,"[{'label': 'neutral', 'score': 0.8650456666946411}]"
2012-05-09 17:36:29+00:00,0,0,0,Twitter for iPhone,rerecheckdup youngthugworld fbdone,"[{'label': 'neutral', 'score': 0.9019988179206848}]"
2012-05-09 16:59:23+00:00,0,1,0,Twitter for iPhone,ro5j bit5h i got 1000ings dat lil money u got   i blow datball me bro,"[{'label': 'neutral', 'score': 0.5476736426353455}]"
2012-05-09 16:01:03+00:00,0,0,0,Twitter for iPhone,thatsshawtylo mdm powered by. aloxhiphopearly datpiffmixtapes june 15 rtwhat up big dog,"[{'label': 'neutral', 'score': 0.8002853393554688}]"
2012-05-09 13:22:52+00:00,0,1,0,Twitter for iPhone,hateonorisha good morning youngthugworld  when is your mix tape coming out gm soon,"[{'label': 'positive', 'score': 0.8883995413780212}]"
2012-05-09 04:48:56+00:00,0,0,4,Twitter for iPhone,tweet this for mego download yung tone new mixtape getusedtomyface2 right now >  freebandz,"[{'label': 'neutral', 'score': 0.6141777038574219}]"
2012-05-09 01:35:50+00:00,2,1,6,erased858,"young thug has a show on 05122012 at 1000 pm  concert in chattanooga, tn  amp35concert","[{'label': 'neutral', 'score': 0.9028363227844238}]"
2012-05-09 01:35:50+00:00,1,1,2,ReverbNation,"young thug has a show on 05122012 at 1000 pm  concert in chattanooga, tn  concert","[{'label': 'neutral', 'score': 0.9033397436141968}]"
2012-05-08 20:25:21+00:00,0,1,0,TweetDeck,booking 404 804 5579 arachivebookinggmail.com,"[{'label': 'neutral', 'score': 0.8282487988471985}]"
2012-05-07 23:18:01+00:00,5,6,6,Twitter for iPhone,who wanna bome khill with me,"[{'label': 'positive', 'score': 0.6769828796386719}]"
2012-05-07 20:33:45+00:00,0,1,2,Instagram,boolin at the spot ,"[{'label': 'neutral', 'score': 0.7092905044555664}]"
2012-05-07 20:32:47+00:00,0,0,1,TweetDeck,if you would like to book a date for youngthugworld contact bobbyexpress 4048045579 or archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.856455385684967}]"
2012-05-07 17:58:47+00:00,8,2,11,Twitter for iPhone,yay,"[{'label': 'positive', 'score': 0.9464021921157837}]"
2012-05-07 15:25:23+00:00,8,3,28,Twitter for iPhone,um high um high right now,"[{'label': 'positive', 'score': 0.888704240322113}]"
2012-05-07 15:00:32+00:00,0,0,0,Echofon,for booking youngthugworld contact bobbyexpress or archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.9075613021850586}]"
2012-05-07 14:56:22+00:00,0,0,0,Twitter for iPhone,beyondyunique goodmorning youngthugworld gm,"[{'label': 'positive', 'score': 0.9336748123168945}]"
2012-05-06 22:25:41+00:00,4,1,7,Twitter for iPhone,everyonefan who replied your butts,"[{'label': 'negative', 'score': 0.729736328125}]"
2012-05-06 22:20:34+00:00,0,0,0,Twitter for iPhone,mackmaine she out of pocketstrait,"[{'label': 'neutral', 'score': 0.6079884171485901}]"
2012-05-06 22:17:22+00:00,0,2,2,Twitter for iPhone,would u guysfans believe where the icfn3 release party is held   ,"[{'label': 'neutral', 'score': 0.914994478225708}]"
2012-05-06 18:51:04+00:00,1,0,5,YouTube on iOS,road 2 i came from nothing 3 ,"[{'label': 'neutral', 'score': 0.8913407325744629}]"
2012-05-06 17:47:05+00:00,0,1,0,Twitter for iPhone,van3206 youngthugworld fb back so i can hit yo dmdone,"[{'label': 'neutral', 'score': 0.8778466582298279}]"
2012-05-06 16:44:18+00:00,1,1,0,Twitter for iPhone,van3206 youngthugworld bro i see u hot on live mixtape .com hit mu line browhat up bro,"[{'label': 'neutral', 'score': 0.5719702839851379}]"
2012-05-06 16:25:53+00:00,0,0,1,Twitter for iPhone,loved my reason y um here ,"[{'label': 'positive', 'score': 0.9852273464202881}]"
2012-05-06 15:40:02+00:00,0,1,10,TweetCaster for iOS,mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo historynthemaking,"[{'label': 'neutral', 'score': 0.8091497421264648}]"
2012-05-06 15:36:55+00:00,0,0,1,Instagram,still high from yesterday ,"[{'label': 'positive', 'score': 0.8621376752853394}]"
2012-05-06 15:20:19+00:00,0,0,1,Twitter for iPhone,beyondyunique goodmorning youngthugworld i love youuuuuu  gm,"[{'label': 'positive', 'score': 0.9877287149429321}]"
2012-05-06 14:27:24+00:00,0,2,9,TweetCaster for iOS,"rt finessedaily youngthugworld  i came from nothing 1, 2, and 3 on its way. ","[{'label': 'neutral', 'score': 0.8330024480819702}]"
2012-05-06 02:38:15+00:00,0,0,1,Twitter for iPhone, karteldk,"[{'label': 'neutral', 'score': 0.8927987813949585}]"
2012-05-05 19:46:59+00:00,0,2,2,ReverbNation,posted a new photo icfn3 young thug ,"[{'label': 'neutral', 'score': 0.8585206866264343}]"
2012-05-05 19:46:59+00:00,0,1,2,erased858,posted a new photo ampquoticfn3 young thugampquot ,"[{'label': 'neutral', 'score': 0.8708994388580322}]"
2012-05-05 19:20:33+00:00,2,6,13,TweetDeck,i need everybody to do me this big favor and subscribe to my youtube channel icfn3 keepintouch,"[{'label': 'positive', 'score': 0.783653736114502}]"
2012-05-05 19:06:01+00:00,0,0,0,TweetDeck,any djs that need clean versions of my musik need to hit up bobbyexpress 404 804 5579,"[{'label': 'neutral', 'score': 0.8306077122688293}]"
2012-05-05 16:41:32+00:00,1,1,0,Twitter for iPhone,beyondyunique goodmorning 2 my mr youngthugworld ... lovemesumhim gm,"[{'label': 'positive', 'score': 0.940484344959259}]"
2012-05-05 15:42:32+00:00,4,3,43,Photos on iOS,the trilogy coming soon icfn3 ,"[{'label': 'positive', 'score': 0.8528144359588623}]"
2012-05-05 15:22:15+00:00,0,1,0,Twitter for iPhone,bitchinbeauty goodmorning thugga youngthugworld gm,"[{'label': 'positive', 'score': 0.93873131275177}]"
2012-05-05 05:14:00+00:00,0,1,2,Instagram,kyvion sexy af ,"[{'label': 'positive', 'score': 0.9613596796989441}]"
2012-05-05 04:43:07+00:00,0,1,0,Twitter for iPhone,beyondyunique goodnight youngthugworld gn,"[{'label': 'positive', 'score': 0.7600224614143372}]"
2012-05-04 22:21:38+00:00,0,0,0,TweetCaster for iOS,vsvpvmbitixn youngthugworld mixfeed coming soon dj swamp izzo ampamp young thug i came cont ,"[{'label': 'neutral', 'score': 0.9234983921051025}]"
2012-05-04 21:30:08+00:00,2,2,21,Twitter for iPhone,blatt,"[{'label': 'neutral', 'score': 0.6552491188049316}]"
2012-05-04 17:02:51+00:00,17,1,14,Twitter for iPhone,i love my babymamas.... theyre so bool at times,"[{'label': 'positive', 'score': 0.9856117963790894}]"
2012-05-04 15:17:00+00:00,0,1,2,TweetDeck,for booking contact bobbyexpress 404 804 5579,"[{'label': 'neutral', 'score': 0.8898995518684387}]"
2012-05-04 15:15:54+00:00,0,1,0,Twitter for iPhone,abgliljay youngthugworld wat da hell goin on bloodlinewhat up baby,"[{'label': 'neutral', 'score': 0.710361897945404}]"
2012-05-04 14:09:50+00:00,0,1,0,Twitter for iPhone,beyondyunique ff my mannnnn youngthugworld  i love himmm icfn3 coming soon & goodmorning young thug gm,"[{'label': 'positive', 'score': 0.9903649687767029}]"
2012-05-04 02:27:56+00:00,0,1,2,Twitter for iPhone,bloodyru blatt youngthugworldblatt,"[{'label': 'neutral', 'score': 0.6495651602745056}]"
2012-05-04 00:52:26+00:00,0,0,1,Twitter for iPhone,thatsshawtylo  mdm big homie,"[{'label': 'positive', 'score': 0.801863431930542}]"
2012-05-04 00:52:14+00:00,0,2,0,Twitter for iPhone,phillnmyself before the show. random face   lukk bro,"[{'label': 'positive', 'score': 0.9413427114486694}]"
2012-05-03 02:14:52+00:00,0,2,0,TweetCaster for iOS,guttamarley yes sir,"[{'label': 'neutral', 'score': 0.7407312393188477}]"
2012-05-03 02:09:37+00:00,0,1,2,TweetCaster for iOS,livemixtapes thomaslmt  i am ready icfn3,"[{'label': 'positive', 'score': 0.8895197510719299}]"
2012-05-02 23:48:47+00:00,0,1,0,Echofon,if you want to book youngthugworld for any shows or any press or media interviews and features contact bobbyexpress 4048045579,"[{'label': 'neutral', 'score': 0.8958720564842224}]"
2012-05-02 16:17:42+00:00,0,2,0,Twitter for iPhone,1johnnycinco youngthugworld send me somethingemail,"[{'label': 'neutral', 'score': 0.867772102355957}]"
2012-05-02 16:16:29+00:00,0,2,0,Twitter for iPhone,1johnnycinco youngthugworld lets go in thugger. its long overduelets get it,"[{'label': 'positive', 'score': 0.8019752502441406}]"
2012-05-02 16:13:52+00:00,0,0,0,Instagram,haiti ,"[{'label': 'positive', 'score': 0.9693372845649719}]"
2012-05-02 16:09:33+00:00,1,2,36,Twitter Web Client,i know the world is still buzzin of icfn2 but icfn3 is in the making tho ,"[{'label': 'positive', 'score': 0.9016242027282715}]"
2012-05-02 15:34:30+00:00,0,0,0,Twitter for iPhone,reddsilhouette youngthugworld itexed u ugly ill b der fridayk waitin...,"[{'label': 'negative', 'score': 0.7261559963226318}]"
2012-05-02 15:15:53+00:00,2,1,1,Twitter for iPhone,beyondyunique youngthugworld goodmorning lt3gm,"[{'label': 'positive', 'score': 0.9802477359771729}]"
2012-05-01 23:14:36+00:00,0,0,0,TweetCaster for iOS,"rt 1marsblackmon hmmm. last night was pretty legit i met phillnmyself , kosher ampamp cont ","[{'label': 'positive', 'score': 0.9200556874275208}]"
2012-05-01 23:13:29+00:00,1,0,0,TweetCaster for iOS,"rt iammrsolodolo so to dat boy kosher and youngthugworld for turnin up last night ,","[{'label': 'positive', 'score': 0.7784258127212524}]"
2012-05-01 23:10:57+00:00,0,0,0,TweetCaster for iOS,rt kosher smashed the crowd last night with youngthugworld and phillnmyself  ,"[{'label': 'positive', 'score': 0.8894035816192627}]"
2012-05-01 23:10:44+00:00,0,0,0,TweetCaster for iOS,rt darealdrabray youngthugworld you turnt up the spruce last night.. respect .,"[{'label': 'positive', 'score': 0.5594262480735779}]"
2012-05-01 17:44:46+00:00,0,3,14,Instagram,im top 5 on livemixtapesmtv baby hard work pays off frfr..  ,"[{'label': 'positive', 'score': 0.9684911966323853}]"
2012-05-01 17:24:18+00:00,0,1,0,Instagram,who likes my  on my lip ,"[{'label': 'positive', 'score': 0.6749213933944702}]"
2012-05-01 17:10:42+00:00,0,1,0,Twitter for iPhone,askyohoeboutme now,"[{'label': 'neutral', 'score': 0.8769472241401672}]"
2012-05-01 17:09:40+00:00,0,0,0,Twitter for iPhone,maybachro5 youngthugworld bro u tweet jakkin my niggawhen u did that,"[{'label': 'neutral', 'score': 0.7431073188781738}]"
2012-05-01 17:01:17+00:00,0,1,0,Twitter for iPhone,so to ephudson man these niggas got hoes frfr and next bbiiiooottttkkkhhhh,"[{'label': 'negative', 'score': 0.6172865629196167}]"
2012-05-01 16:58:47+00:00,0,0,0,Twitter for iPhone,monmdc im mdc4l and kant forget my other fam shout to da ro5 & dr5amp abg,"[{'label': 'neutral', 'score': 0.6783310174942017}]"
2012-05-01 16:58:01+00:00,0,1,1,Twitter for iPhone,monmdc im mdc4l and kant forget my other fam shout to da ro5 & dr5blatt,"[{'label': 'neutral', 'score': 0.5957357883453369}]"
2012-05-01 16:56:52+00:00,70,6,101,Twitter for iPhone,fukk ,"[{'label': 'negative', 'score': 0.9144347310066223}]"
2012-05-01 16:56:39+00:00,0,0,0,Twitter for iPhone,had fun last night so to all of the fans and realniggas salute,"[{'label': 'positive', 'score': 0.9866144061088562}]"
2012-05-01 15:06:53+00:00,0,0,2,Twitter for iPhone,starterondatrak young thug ranks highly amongst hip hop legends with the best mixtape of 2012   via mtvhive,"[{'label': 'positive', 'score': 0.8319164514541626}]"
2012-05-01 02:49:32+00:00,0,1,0,Twitter for iPhone,ladylv23 bloodyru smmplaya out of town what up,"[{'label': 'neutral', 'score': 0.8170055747032166}]"
2012-05-01 00:35:17+00:00,0,0,10,Instagram,very good onhood ,"[{'label': 'positive', 'score': 0.9811215400695801}]"
2012-05-01 00:02:56+00:00,0,0,1,Twitter for iPhone,slug5much that hoe a devil i knew it,"[{'label': 'negative', 'score': 0.8151293396949768}]"
2012-04-30 21:40:43+00:00,0,1,0,Twitter Web Client,mrdjpk dm,"[{'label': 'neutral', 'score': 0.8464426398277283}]"
2012-04-30 21:36:41+00:00,0,4,1,TweetDeck,what yall wanna see me perform tonight,"[{'label': 'neutral', 'score': 0.9194007515907288}]"
2012-04-30 21:34:23+00:00,0,1,0,TweetDeck,gotthatsupaleak true,"[{'label': 'neutral', 'score': 0.6450105309486389}]"
2012-04-30 21:29:08+00:00,0,1,4,Twitter Web Client,i will be  the 5wamp tonight fwm,"[{'label': 'positive', 'score': 0.6191708445549011}]"
2012-04-30 18:54:57+00:00,2,2,4,Instagram,blatt ,"[{'label': 'positive', 'score': 0.7191678285598755}]"
2012-04-30 16:12:25+00:00,12,3,17,TweetDeck,i love my fans...,"[{'label': 'positive', 'score': 0.981177568435669}]"
2012-04-30 15:56:20+00:00,0,0,5,TweetDeck,mixtape youngthugworld  i came from nothing 2  get it live  indytapes archivent,"[{'label': 'neutral', 'score': 0.8203265070915222}]"
2012-04-30 15:47:20+00:00,1,1,19,TweetDeck,blatttttt,"[{'label': 'positive', 'score': 0.7973151206970215}]"
2012-04-30 14:02:01+00:00,0,1,2,TweetDeck,if you want to book youngthugworld for your next event contact bobbyexpress 4048045579 or archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.8153499364852905}]"
2012-04-30 12:50:42+00:00,0,0,1,Twitter for iPhone,crackbc goodmorning greatness youngthugworldgm,"[{'label': 'positive', 'score': 0.8206417560577393}]"
2012-04-30 12:34:29+00:00,0,0,0,Twitter for iPhone,lodtayman youngthugworld wazzam bro follow backwho this,"[{'label': 'neutral', 'score': 0.8864962458610535}]"
2012-04-30 12:34:10+00:00,0,7,1,Twitter for iPhone,beyondyunique goodmorning youngthugworld gm,"[{'label': 'positive', 'score': 0.9762911796569824}]"
2012-04-30 05:16:01+00:00,0,0,2,TweetDeck,kosher & phillnmyself made   checkitout,"[{'label': 'neutral', 'score': 0.6824146509170532}]"
2012-04-30 00:46:59+00:00,0,2,2,Twitter Web Client,new background,"[{'label': 'positive', 'score': 0.9312248826026917}]"
2012-04-29 21:38:48+00:00,0,0,0,Twitter for iPhone,richierich1029 youngthugworld it dont even matter im hungry where liltonymdc ass atwy,"[{'label': 'neutral', 'score': 0.468607097864151}]"
2012-04-29 20:39:30+00:00,0,0,0,Twitter for iPhone,richierich1029 bout to go take a shower and go out to eat. who want to go its on your friend richiewhat we eatin bro,"[{'label': 'neutral', 'score': 0.5751199722290039}]"
2012-04-29 19:40:18+00:00,0,0,0,Instagram, ,"[{'label': 'neutral', 'score': 0.8061597943305969}]"
2012-04-29 15:21:19+00:00,0,1,0,Twitter for iPhone,porathatbxtch good morning youngthugworld lt3gm mommy,"[{'label': 'positive', 'score': 0.9656405448913574}]"
2012-04-29 05:10:17+00:00,0,0,0,Instagram on iOS,bobbyexpresss photo ,"[{'label': 'neutral', 'score': 0.8558804392814636}]"
2012-04-29 02:34:24+00:00,0,3,2,TweetDeck,young thug  i came from nothing 2 on  itunes ,"[{'label': 'neutral', 'score': 0.858325719833374}]"
2012-04-28 17:56:18+00:00,3,2,9,Twitter for iPhone,i love my fans ,"[{'label': 'positive', 'score': 0.9871225357055664}]"
2012-04-28 16:11:26+00:00,1,2,0,Twitter for iPhone,van3206 youngthugworld cum get me brawy,"[{'label': 'neutral', 'score': 0.833188533782959}]"
2012-04-28 15:52:46+00:00,0,0,0,Twitter for iPhone,porathatbxtch good morning boo youngthugworld gm mommy,"[{'label': 'positive', 'score': 0.9835839867591858}]"
2012-04-28 04:13:41+00:00,0,1,2,Twitter for iPhone,so to sinfulwaysent lovin the rew,"[{'label': 'positive', 'score': 0.9472132921218872}]"
2012-04-28 04:05:11+00:00,0,0,0,Twitter for iPhone,cocaine3white what up mommy,"[{'label': 'positive', 'score': 0.855679988861084}]"
2012-04-28 04:04:16+00:00,0,0,0,Twitter for iPhone,kosher if i was a female id be ratchet cantlieu hell,"[{'label': 'negative', 'score': 0.8893100023269653}]"
2012-04-28 03:59:55+00:00,1,1,1,Instagram, ,"[{'label': 'positive', 'score': 0.5142131447792053}]"
2012-04-28 03:54:34+00:00,0,0,0,Twitter for iPhone,van3206 youngthugworld whats up foolwhat up bro,"[{'label': 'neutral', 'score': 0.7534288167953491}]"
2012-04-28 02:42:49+00:00,3,4,14,Twitter for iPhone,blatt ,"[{'label': 'neutral', 'score': 0.8405945301055908}]"
2012-04-27 17:54:06+00:00,0,0,2,Instagram,the homie bloody dk gambino aka karteldk home blatt ,"[{'label': 'positive', 'score': 0.8021761775016785}]"
2012-04-27 15:22:23+00:00,0,1,0,Twitter for iPhone,porathatbxtch good morning youngthugworldgm mommy,"[{'label': 'positive', 'score': 0.9596977829933167}]"
2012-04-27 04:41:09+00:00,0,0,2,ReverbNation,"young thug has a show on 04282012 at 0900 pm  tbd in luthersville, ga  concert","[{'label': 'neutral', 'score': 0.9217064380645752}]"
2012-04-27 04:41:09+00:00,0,1,1,erased858,"young thug has a show on 04282012 at 0900 pm  tbd in luthersville, ga  amp35concert","[{'label': 'neutral', 'score': 0.9224221706390381}]"
2012-04-27 04:14:01+00:00,0,1,1,TweetDeck,,"[{'label': 'neutral', 'score': 0.7667791247367859}]"
2012-04-27 03:54:58+00:00,0,1,0,TweetDeck, rightnow kosher phillnmyself ephudson archivent,"[{'label': 'neutral', 'score': 0.9156704545021057}]"
2012-04-27 03:28:36+00:00,0,0,7,TweetDeck,ratchetgirlanthemofficialvideo epic drops in 30 mins on  rt rt rt rt rt rt,"[{'label': 'neutral', 'score': 0.8878365159034729}]"
2012-04-27 03:00:48+00:00,0,0,1,TweetDeck,1hr left till kosher phillnmyself ephudson officialratchetgirlanthemvideo dropon  dontmisshistory,"[{'label': 'neutral', 'score': 0.6840198040008545}]"
2012-04-26 20:19:54+00:00,0,0,0,TweetDeck,if you wanna see kosher phillnmyself ephudson live in the studio w therealrc click this link gtgtgtgt  everyonegonow,"[{'label': 'neutral', 'score': 0.7731887102127075}]"
2012-04-26 16:40:39+00:00,0,2,0,Instagram,me an ro bitchimboyboy ,"[{'label': 'neutral', 'score': 0.8430216312408447}]"
2012-04-26 16:34:29+00:00,0,0,1,Twitter for iPhone,go follow my ro bitchimboyboy real nigga since day 1 blaaaaaatt,"[{'label': 'positive', 'score': 0.586459755897522}]"
2012-04-26 15:16:19+00:00,0,0,0,Twitter for iPhone,juicythevixxen good morning youngthugworld  yougm,"[{'label': 'positive', 'score': 0.9680787920951843}]"
2012-04-26 13:54:43+00:00,0,0,0,Twitter for iPhone,porathatbxtch good morning youngthugworld gm mommy,"[{'label': 'positive', 'score': 0.9575506448745728}]"
2012-04-26 12:01:11+00:00,0,0,0,TweetDeck,rt liloreo0306 itz lyke every wear i go sum body n day car bangin youngthugworld ........... it seems lyke hes da movement  ltjoin in,"[{'label': 'positive', 'score': 0.5419785976409912}]"
2012-04-25 19:56:34+00:00,0,3,8,TweetDeck,salutethedjs,"[{'label': 'positive', 'score': 0.8242622017860413}]"
2012-04-25 14:40:16+00:00,0,2,0,Twitter for iPhone,pepdrr youngthugworld come thru we gone be on 11 at 8bool,"[{'label': 'neutral', 'score': 0.8416908383369446}]"
2012-04-25 13:55:45+00:00,0,1,0,Twitter for iPhone,pepdrr i need that song bro,"[{'label': 'positive', 'score': 0.7181417346000671}]"
2012-04-25 04:19:08+00:00,0,2,0,Twitter for iPhone,abgliljay youngthugworld fuxk braxkinwhat up bro,"[{'label': 'negative', 'score': 0.5462920665740967}]"
2012-04-25 02:41:12+00:00,0,1,0,Twitter for iPhone,youngtruck1 youngthugworld long fa5ewhat up,"[{'label': 'neutral', 'score': 0.8450260162353516}]"
2012-04-25 02:20:55+00:00,2,2,0,Twitter for iPhone,umm hmm,"[{'label': 'neutral', 'score': 0.6083778142929077}]"
2012-04-25 01:31:07+00:00,1,1,5,Twitter for iPhone, pistal pete,"[{'label': 'neutral', 'score': 0.559868335723877}]"
2012-04-24 23:51:38+00:00,0,1,2,erased858,"young thug has a show on 04262012 at 0500 pm  celebrity basketball ... in tbd, ga  amp35concert","[{'label': 'neutral', 'score': 0.8967059850692749}]"
2012-04-24 23:51:38+00:00,0,0,2,ReverbNation,"young thug has a show on 04262012 at 0500 pm  celebrity basketball ... in tbd, ga  concert","[{'label': 'neutral', 'score': 0.8937079310417175}]"
2012-04-24 21:43:01+00:00,0,0,0,TweetDeck,kosher phillnmyself thursdaynight fridaymorning 12am theofficialratchetgirlanthemvideo will drop on ,"[{'label': 'neutral', 'score': 0.8797193765640259}]"
2012-04-24 21:22:39+00:00,0,0,0,Twitter for iPhone,pizzlebaby youngthugworld waassham manwhatsham man.,"[{'label': 'neutral', 'score': 0.8539498448371887}]"
2012-04-24 20:39:29+00:00,0,0,1,Instagram, ,"[{'label': 'neutral', 'score': 0.6020370125770569}]"
2012-04-24 18:47:08+00:00,7,1,22,Twitter for iPhone,turn on the sum lkin for her ,"[{'label': 'neutral', 'score': 0.7207672595977783}]"
2012-04-24 17:24:27+00:00,0,0,2,TweetCaster for iOS,rt starterondatrak sbskooly  youngthugworld ,"[{'label': 'neutral', 'score': 0.9340092539787292}]"
2012-04-24 16:38:18+00:00,0,2,1,erased858,"young thug has a show on 04252012 at 1158 pm  concert in dublin, ga  35concert","[{'label': 'neutral', 'score': 0.9186974167823792}]"
2012-04-24 16:38:17+00:00,0,0,1,ReverbNation,"young thug has a show on 04252012 at 1158 pm  concert in dublin, ga  concert","[{'label': 'neutral', 'score': 0.909317135810852}]"
2012-04-24 07:39:23+00:00,0,1,0,Twitter for iPhone,1yungchris wy,"[{'label': 'neutral', 'score': 0.8488249778747559}]"
2012-04-24 07:34:08+00:00,0,2,2,Instagram,when im high... everything bigger ,"[{'label': 'positive', 'score': 0.83188396692276}]"
2012-04-24 03:17:50+00:00,0,0,0,Twitter for iPhone,125gutta beyondyunique youngthugworld what popping bloodwhat up big homie,"[{'label': 'neutral', 'score': 0.7601304650306702}]"
2012-04-24 02:34:02+00:00,1,2,14,Twitter for iPhone,prettymoney true to u,"[{'label': 'positive', 'score': 0.9341238737106323}]"
2012-04-23 21:36:42+00:00,0,1,1,Instagram,who likes these ,"[{'label': 'neutral', 'score': 0.6431185603141785}]"
2012-04-23 15:29:05+00:00,0,0,0,Twitter for iPhone,roccrewdaddyo this bitkh gotta stendo on his gun mann..,"[{'label': 'negative', 'score': 0.6853901743888855}]"
2012-04-23 15:24:53+00:00,0,0,0,Twitter for iPhone,abgliljay youngthugworld abgliljay we might got 1 youngthugworldon no what might mean bronaw fa real blattblatt,"[{'label': 'neutral', 'score': 0.8314175605773926}]"
2012-04-23 15:17:44+00:00,0,1,0,Twitter for iPhone,bobbyexpress i need followers,"[{'label': 'neutral', 'score': 0.7460377812385559}]"
2012-04-23 15:16:57+00:00,0,0,2,Twitter for iPhone,roccrewdaddyo free my nigga tj real nigga  ,"[{'label': 'neutral', 'score': 0.7018836736679077}]"
2012-04-23 15:15:07+00:00,0,0,1,Twitter for iPhone,xvxxivii trying to get thick  i  u,"[{'label': 'neutral', 'score': 0.6641825437545776}]"
2012-04-23 15:13:22+00:00,0,0,0,Twitter for iPhone,abgliljay we might got 1 youngthugworldon no what might mean bro,"[{'label': 'neutral', 'score': 0.8313056230545044}]"
2012-04-23 14:39:47+00:00,0,0,8,Twitter for iPhone,foreign,"[{'label': 'positive', 'score': 0.6016875505447388}]"
2012-04-23 14:38:31+00:00,0,0,0,Twitter for iPhone,hateonorisha good morning youngthugworld gm,"[{'label': 'positive', 'score': 0.8268235921859741}]"
2012-04-23 14:31:34+00:00,0,0,0,Twitter for iPhone,roccrewdaddyo wwy,"[{'label': 'neutral', 'score': 0.7905200123786926}]"
2012-04-23 04:57:12+00:00,0,0,0,Twitter for iPhone,igotposh love your avi,"[{'label': 'positive', 'score': 0.9781515598297119}]"
2012-04-23 04:50:50+00:00,0,1,3,Instagram,fa5e ass lil boy ,"[{'label': 'negative', 'score': 0.7194157242774963}]"
2012-04-23 02:48:08+00:00,1,0,3,Instagram,got these from m.j personally onhood ,"[{'label': 'positive', 'score': 0.6841180324554443}]"
2012-04-22 16:04:18+00:00,9,0,6,Twitter for iPhone,"ro5girlbree youngthugworld tell dese folks u sex, money, murder dis nigga tryna tell me u nine trey.blatt","[{'label': 'neutral', 'score': 0.5838715434074402}]"
2012-04-22 12:03:06+00:00,0,1,0,Twitter for iPhone,bobbyexpress youngthugworld go to sleeplets go eat bra,"[{'label': 'neutral', 'score': 0.8221022486686707}]"
2012-04-22 12:01:38+00:00,0,0,0,Twitter for iPhone,therealcashout bitch always complaining,"[{'label': 'negative', 'score': 0.8612445592880249}]"
