date,likes,replies,retweets,source,tweet,sentiment,ai_reply
2012-01-08 17:05:38+00:00,0,0,1,TweetDeck,allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted id required,"[{'label': 'neutral', 'score': 0.8411542773246765}]","Conversation id: ac55ff95-634b-4aac-a293-19711a3c351c 
user >> allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted id required 
bot >> I'm 18 and I've never been on a metrolane. 
"
2012-01-08 17:01:51+00:00,0,0,1,TweetDeck,allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted 1,"[{'label': 'neutral', 'score': 0.8743316531181335}]","Conversation id: 380b965d-b413-4f92-9fb7-5801db5da086 
user >> allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted 1 
bot >> I'm 18 and I've never been on a metrolane. 
"
2012-01-08 17:00:24+00:00,0,0,0,TweetDeck,the hottestsundaynightspotinthecity mtrolanes bowlingalley 1959 metropolitan parkway southwest atlanta ga 30315 dooropenat9pm 18 id req,"[{'label': 'positive', 'score': 0.5543630123138428}]","Conversation id: d10bcea6-69ea-4a75-8f1b-9d87d16a6394 
user >> the hottestsundaynightspotinthecity mtrolanes bowlingalley 1959 metropolitan parkway southwest atlanta ga 30315 dooropenat9pm 18 id req 
bot >> I'm in. 
"
2012-01-08 16:59:57+00:00,0,0,0,TweetDeck,the hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta ga 30315 dooropenat9pm 18 id req.,"[{'label': 'positive', 'score': 0.5076664090156555}]","Conversation id: 31701ee6-437f-4b63-8597-f07fed3e10df 
user >> the hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta ga 30315 dooropenat9pm 18 id req. 
bot >> I'm in. 
"
2012-01-08 16:58:06+00:00,1,0,0,TweetDeck,ask kinggouchmdc whats the move tonight he will tell you... metrolanes metrolanes metrolanes metrolanes,"[{'label': 'neutral', 'score': 0.8293465375900269}]","Conversation id: 5da3a667-6415-4662-aed2-eb0e9a59a832 
user >> ask kinggouchmdc whats the move tonight he will tell you... metrolanes metrolanes metrolanes metrolanes 
bot >> I'm not sure if you're serious or not, but I'm going to guess that you're not. 
"
2012-01-08 16:55:44+00:00,0,0,3,TweetDeck,allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted,"[{'label': 'neutral', 'score': 0.8257498145103455}]","Conversation id: d81c2f3c-2caa-420b-87bb-da2b8a35b712 
user >> allroutes lead to metrolanes metrolanes metrolanes metrolanes metrolanes 18 21 2 drink no one under 18 will be admitted 
bot >> I'm 18 and I've never been on a metrolane. 
"
2012-01-08 16:52:33+00:00,0,0,1,TweetDeck,birthdaybash for jagmd5 metrolanesatl 9pm 18 21 to drink your favorite sunday spot  turnup turnup turnup b4 u go bak 2 skool,"[{'label': 'positive', 'score': 0.8907291889190674}]","Conversation id: 3ad1c5c6-4422-415c-9f4e-bf03f3bf27b8 
user >> birthdaybash for jagmd5 metrolanesatl 9pm 18 21 to drink your favorite sunday spot  turnup turnup turnup b4 u go bak 2 skool 
bot >> Happy birthday! 
"
2012-01-08 16:39:14+00:00,3,3,0,Twitter for iPhone,maniacdoll they not gone never let beyonce live  raise her baby in peace girl thy aint got nun to do with u,"[{'label': 'negative', 'score': 0.8032656908035278}]","Conversation id: a07aa067-6678-4cbf-9fb7-c8c70e501076 
user >> maniacdoll they not gone never let beyonce live  raise her baby in peace girl thy aint got nun to do with u 
bot >> I'm not a girl, I'm a boy. 
"
2012-01-08 16:25:37+00:00,2,0,4,Twitter for iPhone,kanyewest  this,"[{'label': 'neutral', 'score': 0.7419692873954773}]","Conversation id: aa3970be-37e8-4b07-afd2-da6724910db0 
user >> kanyewest  this 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski. 
"
2012-01-08 16:21:28+00:00,0,0,1,Twitter Web Client,ralph lauren every single tshirt 1future ,"[{'label': 'neutral', 'score': 0.8218720555305481}]","Conversation id: 7f349eec-3f56-4c7d-8a29-ad05a89d218d 
user >> ralph lauren every single tshirt 1future  
bot >> I'm a fan of his too. 
"
2012-01-08 16:19:16+00:00,0,0,0,Twitter Web Client,smoovtv fb foo,"[{'label': 'neutral', 'score': 0.8726832866668701}]","Conversation id: 54b9a2d3-e904-45cc-88c0-45be63a238ab 
user >> smoovtv fb foo 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you anyway. 
"
2012-01-08 16:18:20+00:00,0,0,0,Twitter Web Client,shaamzenvazion yall still outta town,"[{'label': 'neutral', 'score': 0.8358471393585205}]","Conversation id: ff65693d-1bca-40ed-aa8a-af3d9e48dce6 
user >> shaamzenvazion yall still outta town 
bot >> I'm in 
"
2012-01-08 16:15:49+00:00,0,1,0,Twitter Web Client,smoovtv you still got da lv belts n things,"[{'label': 'neutral', 'score': 0.9071980118751526}]","Conversation id: 3c2db5fa-b88b-4b87-a9ce-9d11d5d92360 
user >> smoovtv you still got da lv belts n things 
bot >> I'm not sure what you mean by that. 
"
2012-01-08 16:10:30+00:00,0,0,1,Twitter Web Client,download vote street album youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8513290286064148}]","Conversation id: ef34cc94-157d-43c3-8d90-9372ac8fbbe1 
user >> download vote street album youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo 
bot >> I'm not sure if you're serious, but I love that album. 
"
2012-01-08 16:06:54+00:00,3,0,12,Twitter Web Client,good morning world... staypositive,"[{'label': 'positive', 'score': 0.9756796956062317}]","Conversation id: 8cd01b87-b7bc-494e-91eb-5bce6805d7c1 
user >> good morning world... staypositive 
bot >> I'm not sure if I should be happy or sad that I'm not the only one who thought this. 
"
2012-01-08 16:04:55+00:00,2,0,0,Twitter Web Client,send full mp3 beats to youngthugworldgmail.com,"[{'label': 'neutral', 'score': 0.8399924635887146}]","Conversation id: 7f0778c0-0a7c-40f5-901e-c8e18f00d845 
user >> send full mp3 beats to youngthugworldgmail.com 
bot >> I'll send you a PM 
"
2012-01-08 15:47:05+00:00,0,1,1,Twitter Web Client,twittersong via tumblr ,"[{'label': 'neutral', 'score': 0.9060702919960022}]","Conversation id: d77d6040-7285-485b-b9ee-517b0b7b3de4 
user >> twittersong via tumblr  
bot >> I'm not sure if you're serious, but I'm pretty sure that's not a thing. 
"
2012-01-08 14:58:19+00:00,13,0,5,Twitter for iPhone,"hate it when my kids be sikk, goooossssshhhh asma","[{'label': 'negative', 'score': 0.9383112788200378}]","Conversation id: 0753fa8a-6540-4ab6-9ab0-ec3a4e7949b8 
user >> hate it when my kids be sikk, goooossssshhhh asma 
bot >> I'm sorry, but I don't understand. 
"
2012-01-08 10:34:54+00:00,0,0,2,TweetDeck,live tonight 9pm 18 to buss it 21 to sip id required...  metrolanesatl birthdaybash metrolanes its a party its a party its a party,"[{'label': 'positive', 'score': 0.5457426905632019}]","Conversation id: 1c9115f7-b7da-40e1-8bbc-879df3718736 
user >> live tonight 9pm 18 to buss it 21 to sip id required...  metrolanesatl birthdaybash metrolanes its a party its a party its a party 
bot >> I'm going to be there! 
"
2012-01-08 10:32:07+00:00,0,1,1,TweetDeck,"in a couple hours meet me n metrolanes, jagmd5  splashgangrob bday bash 9pm 18 to buss it 21 to sip id required..","[{'label': 'positive', 'score': 0.5521574020385742}]","Conversation id: 99bc5e36-503d-4d4f-853f-04e097d31749 
user >> in a couple hours meet me n metrolanes, jagmd5  splashgangrob bday bash 9pm 18 to buss it 21 to sip id required.. 
bot >> I'm in. 
"
2012-01-08 09:02:49+00:00,410,2,446,Facebook,h.a.t.e.r.s.  having anger towards everyone reaching success.,"[{'label': 'negative', 'score': 0.7267903089523315}]","Conversation id: da19bf4e-89cb-402f-b9bd-47a354509b18 
user >> h.a.t.e.r.s.  having anger towards everyone reaching success. 
bot >> I'm not sure if you're being serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski. 
"
2012-01-08 08:24:02+00:00,2,1,3,Twitter Web Client,to me . . . designer clothes is myeverythang  ,"[{'label': 'positive', 'score': 0.5965622663497925}]","Conversation id: 6a487f32-e3ef-40dd-ad38-3c21234dc94f 
user >> to me . . . designer clothes is myeverythang   
bot >> I'm a designer, and I'm not a designer. 
"
2012-01-08 08:14:24+00:00,0,0,4,Facebook,mixtape got album buzz,"[{'label': 'positive', 'score': 0.8863638043403625}]","Conversation id: 9de93081-ad38-4184-88b8-d014538f32f3 
user >> mixtape got album buzz 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a joke. 
"
2012-01-08 08:07:48+00:00,0,0,0,Google,im still fly np icfn2 myeverythang ft. 1future  youtube ,"[{'label': 'positive', 'score': 0.6427291631698608}]","Conversation id: 3588d5db-1dc2-43bd-aca3-e49c453d82b9 
user >> im still fly np icfn2 myeverythang ft. 1future  youtube  
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure. 
"
2012-01-08 08:01:01+00:00,1,0,7,Facebook,i ralph lauren my every single tshirt  1future designer,"[{'label': 'positive', 'score': 0.5410600900650024}]","Conversation id: ea47936c-ef74-437e-b787-3d5e72fbfe6b 
user >> i ralph lauren my every single tshirt  1future designer 
bot >> I'm a fan of the new one. 
"
2012-01-08 07:49:55+00:00,0,0,0,Twitter Web Client,muychicamala my timeline been poppin all day... twittersong,"[{'label': 'positive', 'score': 0.8269425630569458}]","Conversation id: b423ce89-0388-46a4-bb4c-907f9388ed70 
user >> muychicamala my timeline been poppin all day... twittersong 
bot >> I'm in the same boat. I'm on the west coast. 
"
2012-01-08 07:44:05+00:00,5,0,4,Twitter Web Client,street album youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8354827761650085}]","Conversation id: 5cf9c6c0-bd92-4992-ad91-f3198d6cb665 
user >> street album youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo 
bot >> I'm not sure if you're serious or not, but I love that album. 
"
2012-01-08 07:34:27+00:00,0,0,1,TweetDeck,teamyoungthug icfn2 youngthugworld 1future designer myerrythang  freebars  freebandz,"[{'label': 'neutral', 'score': 0.887275218963623}]","Conversation id: 1438edf9-60dd-4519-9000-731259f2d508 
user >> teamyoungthug icfn2 youngthugworld 1future designer myerrythang  freebars  freebandz 
bot >> I'm not sure if you're serious or not, but I'm pretty sure you're serious. 
"
2012-01-08 03:15:22+00:00,0,0,2,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm","[{'label': 'neutral', 'score': 0.5255411863327026}]","Conversation id: ddf5ed65-e76d-44fd-b62b-95d9447f2e99 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-08 01:57:48+00:00,0,1,0,TweetCaster for Android,djtaydontplay the next ones u got coming out,"[{'label': 'neutral', 'score': 0.8402611613273621}]","Conversation id: bc3ef28d-924e-43bc-99f3-722e307c3b1d 
user >> djtaydontplay the next ones u got coming out 
bot >> I'm working on it! 
"
2012-01-08 00:41:16+00:00,0,1,0,TweetCaster for Android,gtmusick youngthugworld gmail.com,"[{'label': 'neutral', 'score': 0.8889029026031494}]","Conversation id: d5ce3460-9b6f-4a1e-9560-c4c2a24e4e1d 
user >> gtmusick youngthugworld gmail.com 
bot >> invite sent 
"
2012-01-07 23:55:47+00:00,0,0,0,TweetDeck,"metrolanesatl rt metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there last time it was pakd ","[{'label': 'neutral', 'score': 0.8305208683013916}]","Conversation id: 4e26a139-9895-4acd-9f29-3deeed6a2e69 
user >> metrolanesatl rt metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there last time it was pakd  
bot >> I'm not sure if you're serious, but that's a pretty good guess. 
"
2012-01-07 23:52:26+00:00,0,1,1,TweetDeck,"celebritysundays tomorrow night  metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there  18 21 to drink dntmissit movie","[{'label': 'positive', 'score': 0.6941243410110474}]","Conversation id: cfff449b-7a4d-49df-96ad-ca3572e8a9fc 
user >> celebritysundays tomorrow night  metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there  18 21 to drink dntmissit movie 
bot >> I'm going to try and make it there. I'm going to try and make it to the movie. 
"
2012-01-07 23:51:15+00:00,0,0,0,TweetDeck,"celebritysundays  each  every sunday  metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there neva kno who might show up","[{'label': 'neutral', 'score': 0.5825544595718384}]","Conversation id: 88ab82f9-f53a-4804-b0f0-28875fe3da3a 
user >> celebritysundays  each  every sunday  metrolanes 1959 metropolitan pkwy, sw atl, ga, 30315 b there neva kno who might show up 
bot >> I'm in. 
"
2012-01-07 23:45:55+00:00,0,0,0,TweetDeck,metrolanes sunday is back 18 21 to drink see you sunday jagmd5  splashgangrob bday bash dntmissit,"[{'label': 'positive', 'score': 0.9786539673805237}]","Conversation id: 2711d11c-5c86-49c2-8564-786e24a4ca6c 
user >> metrolanes sunday is back 18 21 to drink see you sunday jagmd5  splashgangrob bday bash dntmissit 
bot >> I'm going to be there. 
"
2012-01-07 23:39:17+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 specialguest  u neva kno","[{'label': 'neutral', 'score': 0.6239827275276184}]","Conversation id: 2f1ba492-2cf6-4a3e-93f2-986cca4b5f31 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 specialguest  u neva kno 
bot >> I'm in the city. 
"
2012-01-07 23:34:14+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 doorsopenat9pm","[{'label': 'positive', 'score': 0.5273292660713196}]","Conversation id: 35c7f52b-f824-451b-99ca-4f73061d028c 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 doorsopenat9pm 
bot >> I'm in the same area, but I'm in the suburbs. 
"
2012-01-07 23:32:57+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 dooropenat9pm  2pm","[{'label': 'neutral', 'score': 0.5020275115966797}]","Conversation id: 98c39e4b-75f2-4670-a9fc-02da0bf3d987 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest atlanta, ga 30315 dooropenat9pm  2pm 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:31:42+00:00,0,0,2,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 10","[{'label': 'neutral', 'score': 0.5782096982002258}]","Conversation id: 9a4c3c83-a614-433b-b047-ff3a6b4b3ae5 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 10 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:31:27+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 9","[{'label': 'neutral', 'score': 0.5591262578964233}]","Conversation id: 998154dd-148d-4a92-a98a-9eec1b31c94d 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 9 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:31:15+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 8","[{'label': 'neutral', 'score': 0.5549746751785278}]","Conversation id: d1afacdc-64e9-4f4c-9952-0bf8f321097b 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 8 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:30:55+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 7","[{'label': 'neutral', 'score': 0.5459946990013123}]","Conversation id: 038bcdbf-b1ea-4e21-a407-a9dae8b3aba9 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 7 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:29:51+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 6","[{'label': 'neutral', 'score': 0.5521451830863953}]","Conversation id: 81e01ce3-107d-4314-aeec-cd908ebe34e5 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 6 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:29:29+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 5","[{'label': 'neutral', 'score': 0.5629640817642212}]","Conversation id: b847fc9b-d59c-4a3c-9293-8ceb20b17853 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 5 
bot >> I'm in. 
"
2012-01-07 23:29:01+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 4","[{'label': 'neutral', 'score': 0.5412535667419434}]","Conversation id: 1fde1cfd-1c2c-4483-a567-7c9c833c8ae0 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 4 
bot >> I'm in. 
"
2012-01-07 23:28:38+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 3","[{'label': 'neutral', 'score': 0.5397696495056152}]","Conversation id: d4c4cfc8-fe4c-403b-a138-f63852d72838 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 3 
bot >> I'm in. 
"
2012-01-07 23:28:26+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 2","[{'label': 'neutral', 'score': 0.5354782342910767}]","Conversation id: f360c186-738c-4a94-8d6b-df77c0ccdcd5 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 2 
bot >> I'm in. 
"
2012-01-07 23:28:15+00:00,0,0,0,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 1","[{'label': 'neutral', 'score': 0.5624982118606567}]","Conversation id: 1410bf05-ef5d-4ae1-b497-42a2a781f743 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 1 
bot >> I'm in. 
"
2012-01-07 23:27:58+00:00,0,0,1,TweetDeck,"hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm","[{'label': 'neutral', 'score': 0.5255411863327026}]","Conversation id: 21040c34-66f7-4429-8b8c-730856b4ac1f 
user >> hottestsundaynightspotinthecity mtrolane bowlingalley 1959 metropolitan parkway southwest  atlanta, ga 30315 dooropenat9pm 
bot >> I'm in the same area, but I'm not in the city. 
"
2012-01-07 23:08:20+00:00,0,0,0,Twitter for iPhone,iamblondee i loveeeeee my a .    too,"[{'label': 'positive', 'score': 0.9660184979438782}]","Conversation id: b01312a7-e023-40f2-b43f-892c4752966e 
user >> iamblondee i loveeeeee my a .    too 
bot >> I love you too 
"
2012-01-07 22:14:59+00:00,0,0,1,TweetDeck,metrolane sunday night is the hottest place in the city,"[{'label': 'positive', 'score': 0.7529776692390442}]","Conversation id: 22b4c6ca-f047-4f67-bb2c-cafc15a1a71e 
user >> metrolane sunday night is the hottest place in the city 
bot >> I'm not sure if I should be excited or not. 
"
2012-01-07 21:04:19+00:00,0,0,0,Twitter for iPhone,"thugglovee youngthugworld lol , i support you your stuff is big too","[{'label': 'positive', 'score': 0.9520111083984375}]","Conversation id: f6b1385b-085a-46ab-a968-b0edf82589f7 
user >> thugglovee youngthugworld lol , i support you your stuff is big too 
bot >> Thanks man! I appreciate it. 
"
2012-01-07 21:03:12+00:00,1,0,2,Twitter for iPhone,sayitsierraaa when you feel down ima be the one that makes it right  youngthugworldare u,"[{'label': 'neutral', 'score': 0.7789158225059509}]","Conversation id: 204f2c97-7018-4ddc-8acc-60c9b4b4924b 
user >> sayitsierraaa when you feel down ima be the one that makes it right  youngthugworldare u 
bot >> I'm not down, I'm just tired of seeing this. 
"
2012-01-07 20:58:09+00:00,0,2,1,Twitter for iPhone,"thugglovee im in love w 1future , kapjussy , kapyoungjb , loveoohyie , youngthugworld music thats biggg","[{'label': 'positive', 'score': 0.961011528968811}]","Conversation id: 6862c8d6-9023-4bf2-bcd4-af5d37418464 
user >> thugglovee im in love w 1future , kapjussy , kapyoungjb , loveoohyie , youngthugworld music thats biggg 
bot >> I'm in love with you 
"
2012-01-07 20:57:44+00:00,0,0,0,Twitter for iPhone,loveblossom bonjour youngthugworldthis is what i call sexy,"[{'label': 'positive', 'score': 0.8047050833702087}]","Conversation id: ed65eb14-e48c-4f95-9624-a2fdd5896d8b 
user >> loveblossom bonjour youngthugworldthis is what i call sexy 
bot >> I'm not sure if I should upvote or downvote you. 
"
2012-01-07 20:55:57+00:00,0,0,3,TweetCaster for Android,i apprekiate every one who mention me fr fr i5fn2 is da movement... please join in,"[{'label': 'positive', 'score': 0.9830281734466553}]","Conversation id: 32a243b7-42d1-4167-a7c9-9db444a3410d 
user >> i apprekiate every one who mention me fr fr i5fn2 is da movement... please join in 
bot >> I'm in! 
"
2012-01-07 20:05:31+00:00,0,0,0,Twitter for iPhone,honeyybonita youngthugworld cant call it yet but im trying to make plans ..want to go eat,"[{'label': 'neutral', 'score': 0.7132506370544434}]","Conversation id: 8cd74e59-2b7c-4ec5-8a74-4c1a98b7d307 
user >> honeyybonita youngthugworld cant call it yet but im trying to make plans ..want to go eat 
bot >> I'm down for honeyybonita 
"
2012-01-07 19:45:12+00:00,0,2,0,Twitter for iPhone,londonalexis youngthugworld will you be my valentineyep,"[{'label': 'neutral', 'score': 0.6904541254043579}]","Conversation id: bb9123f3-5272-4856-a0ec-c2e503ac13f6 
user >> londonalexis youngthugworld will you be my valentineyep 
bot >> I'm not sure if I'm going to be able to make it, but I'll be sure to let you know if I do! 
"
2012-01-07 19:45:03+00:00,0,0,0,Twitter for iPhone,"honeyybonita youngthugworld lol , after that what u doin today","[{'label': 'neutral', 'score': 0.938387930393219}]","Conversation id: 5f7891b8-6a71-47ca-82e3-19adafde03eb 
user >> honeyybonita youngthugworld lol , after that what u doin today 
bot >> I'm going to be a little more active today. 
"
2012-01-07 19:41:14+00:00,0,0,0,Twitter for iPhone,honeyybonita youngthugworld wyd today  u,"[{'label': 'neutral', 'score': 0.9515293836593628}]","Conversation id: 85dbf8a6-75b9-4554-bb06-12157fe36a1d 
user >> honeyybonita youngthugworld wyd today  u 
bot >> I'm not sure what you're trying to say, but I'm not sure what you're trying to say either. 
"
2012-01-07 19:24:10+00:00,0,0,0,TweetCaster for Android,we winning. honeyybonita youngthugworld loll  winning nshxt  ,"[{'label': 'positive', 'score': 0.9801715612411499}]","Conversation id: e604b4e5-e2d9-4c00-839b-bdf9dde7a9f2 
user >> we winning. honeyybonita youngthugworld loll  winning nshxt   
bot >> I'm not sure if you're serious or not, but I'm going to assume you're serious. 
"
2012-01-07 19:14:55+00:00,0,0,0,TweetCaster for Android,honeyybonita ,"[{'label': 'positive', 'score': 0.6601966023445129}]","Conversation id: bc595962-ed52-4007-934c-d77e5043a732 
user >> honeyybonita  
bot >> I'm sorry, I don't speak Japanese. 
"
2012-01-07 15:57:52+00:00,0,0,1,Twitter for iPhone,1spiffy youngthugworld finna send some heat to yo gmail b be lookin out for itkool,"[{'label': 'neutral', 'score': 0.743665874004364}]","Conversation id: 24e59952-b7b6-4c2d-8155-9222dcbb480f 
user >> 1spiffy youngthugworld finna send some heat to yo gmail b be lookin out for itkool 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you anyway. 
"
2012-01-07 15:56:32+00:00,0,1,0,TweetCaster for Android,dapromoqueen gm ...,"[{'label': 'neutral', 'score': 0.7740305066108704}]","Conversation id: ea9e6b22-beec-4388-b548-f470949e829b 
user >> dapromoqueen gm ... 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's not a real name. 
"
2012-01-07 15:56:11+00:00,0,1,3,Twitter for iPhone,big homie rocko4real is a preacherstrait,"[{'label': 'positive', 'score': 0.9300387501716614}]","Conversation id: 80b6f615-0788-4e22-9a9b-8fd6be4cf2e9 
user >> big homie rocko4real is a preacherstrait 
bot >> I'm not a preacher, I'm a preacher. 
"
2012-01-07 15:53:44+00:00,1,2,1,Twitter for iPhone,killin me softly,"[{'label': 'negative', 'score': 0.4167551100254059}]","Conversation id: 05949399-a7f4-4246-aaf6-fc24b0ae054b 
user >> killin me softly 
bot >> I'm not a rapper 
"
2012-01-07 15:35:32+00:00,0,1,0,TweetCaster for Android,djtaydontplay did i make the mixtape,"[{'label': 'neutral', 'score': 0.8460053205490112}]","Conversation id: 68642487-b8e5-42e1-aac9-eba415ec5cf6 
user >> djtaydontplay did i make the mixtape 
bot >> I'm not sure, but I think you did. 
"
2012-01-07 14:34:32+00:00,0,0,0,TweetCaster for Android,icfn2 rt adamnordstan youngthugworld just downloaded icfn2 and its grade a material props from sweden 2012 is yours,"[{'label': 'positive', 'score': 0.9647083282470703}]","Conversation id: ba41ad0a-bb03-4f1a-bcc6-78fa49ee7750 
user >> icfn2 rt adamnordstan youngthugworld just downloaded icfn2 and its grade a material props from sweden 2012 is yours 
bot >> Thanks! I'll check it out. 
"
2012-01-07 14:33:15+00:00,0,0,0,TweetCaster for Android,rt adamnordstan youngthugworld just downloaded icfn2 and its grade a material props from sweden 2012 is yours thanks spread the word,"[{'label': 'positive', 'score': 0.9648529291152954}]","Conversation id: 08cbcbb9-97d2-4a68-8167-4b0b8b58ddff 
user >> rt adamnordstan youngthugworld just downloaded icfn2 and its grade a material props from sweden 2012 is yours thanks spread the word 
bot >> Thanks for the support! 
"
2012-01-07 14:23:46+00:00,0,0,1,Twitter Web Client,i told yall we global,"[{'label': 'positive', 'score': 0.5219736695289612}]","Conversation id: 1449b725-04e7-42b9-a9d9-f0654137a3f5 
user >> i told yall we global 
bot >> I told you we global 
"
2012-01-07 13:11:22+00:00,0,1,3,Google,rip 2 my big dawgs lets pray  youtube ,"[{'label': 'negative', 'score': 0.40723755955696106}]","Conversation id: 9844aa3a-8e2c-474f-a752-62943bdf2d94 
user >> rip 2 my big dawgs lets pray  youtube  
bot >> I'm praying for you 
"
