,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment,ai_reply,reply_sentiment
8585,8585,2012-02-02 05:55:14+00:00,0,0,0,Google,classykeke13 yea u right  youtube ,"[{'label': 'positive', 'score': 0.5193192362785339}]","I'm not sure if you're being serious or not, but I'm pretty sure that's a bot.","[{'label': 'negative', 'score': 0.7486741542816162}]"
8586,8586,2012-02-02 05:44:03+00:00,0,0,3,Google,i liked a youtube video  cneiliahweh x skip cd x ft. j rivera x co produced by squat,"[{'label': 'positive', 'score': 0.9059063792228699}]","I like the first one, but the second one is a bit too much for me.","[{'label': 'neutral', 'score': 0.5272196531295776}]"
8587,8587,2012-02-02 05:19:27+00:00,0,0,0,Google,i uploaded a youtube video  cneiliahweh x waam,"[{'label': 'neutral', 'score': 0.8499559760093689}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8588,8588,2012-02-02 05:16:03+00:00,0,0,0,Google,i uploaded a youtube video  cneiliahweh x skip cd x ft. j rivera x co produced by squa,"[{'label': 'neutral', 'score': 0.8672617077827454}]",I'm listening to it now.,"[{'label': 'neutral', 'score': 0.7099637389183044}]"
8589,8589,2012-02-02 05:13:55+00:00,0,1,0,Google,i uploaded a youtube video  cneiliahweh x arkansas x ft. success and guilty,"[{'label': 'neutral', 'score': 0.8376937508583069}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8590,8590,2012-02-02 05:13:54+00:00,0,0,0,Google,i uploaded a youtube video  cneiliahweh x grind on,"[{'label': 'neutral', 'score': 0.6945332884788513}]",I'm not seeing it. Link?,"[{'label': 'negative', 'score': 0.5300124883651733}]"
8591,8591,2012-02-02 05:10:00+00:00,0,1,0,Google,i uploaded a youtube video  cneiliahweh x energizer bunny x ft. success and ro,"[{'label': 'neutral', 'score': 0.7341588139533997}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8592,8592,2012-02-02 05:00:03+00:00,0,0,0,Google,i uploaded a youtube video  cneiliahweh x fly x ft. kim,"[{'label': 'neutral', 'score': 0.8546847105026245}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8593,8593,2012-02-02 03:15:54+00:00,3,0,7,Twitter for iPhone,nigga gay if he send his hoe a pik of his 1jamaino,"[{'label': 'negative', 'score': 0.7951411008834839}]","I'm not sure if you're serious or not, but I laughed.","[{'label': 'neutral', 'score': 0.5058758854866028}]"
8594,8594,2012-02-02 00:57:40+00:00,0,0,0,Twitter for iPhone,yungduke3 peeweelongway mpawicced youngyork ,"[{'label': 'neutral', 'score': 0.8897492289543152}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8595,8595,2012-02-02 00:55:46+00:00,165,5,151,Twitter for iPhone,whiteflame on the way there bioookkkkhhhhh lilbthebasedgod,"[{'label': 'positive', 'score': 0.9043379426002502}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
8596,8596,2012-02-02 00:48:22+00:00,1180,5,1215,Twitter for iPhone,uma pretty bitkh ur not a pretty bitkh,"[{'label': 'negative', 'score': 0.8412795662879944}]",I'm pretty sure that's a pretty bitkh,"[{'label': 'positive', 'score': 0.5974692106246948}]"
8597,8597,2012-02-01 21:23:34+00:00,0,1,0,Twitter for iPhone,loudshitmaxx hmmmmmmmmmkfa5e ass,"[{'label': 'negative', 'score': 0.5957861542701721}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8598,8598,2012-02-01 21:19:40+00:00,0,0,0,Twitter for iPhone,lovekaylenlowe rt youngthugworld lovekaylenlowe i need tattsok kool wen u readynow,"[{'label': 'neutral', 'score': 0.7533025741577148}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8599,8599,2012-02-01 21:19:28+00:00,0,0,0,Twitter for iPhone,"ohsoodatsei that aint enuff, i got 7morewhat u no bout shorts with tims","[{'label': 'negative', 'score': 0.5769421458244324}]","I'm not a tims fan, but I'm not a tims fan either.","[{'label': 'negative', 'score': 0.5326879024505615}]"
8600,8600,2012-02-01 21:18:32+00:00,3,0,4,Twitter for iPhone,"k... please turn the song, damn","[{'label': 'negative', 'score': 0.8031030297279358}]","I'm sorry, I'm not a native English speaker.","[{'label': 'negative', 'score': 0.6946633458137512}]"
8601,8601,2012-02-01 21:17:42+00:00,0,2,0,Twitter for iPhone,ohsoodatsei how tha hword are yuh youngthugworld mi brothatell ha i said what up,"[{'label': 'neutral', 'score': 0.7354627251625061}]",I'm not a young thug.,"[{'label': 'neutral', 'score': 0.5771461725234985}]"
8602,8602,2012-02-01 21:12:11+00:00,0,0,1,Twitter for iPhone,lovekaylenlowe i need tatts,"[{'label': 'positive', 'score': 0.6998764276504517}]",I'll send you a message,"[{'label': 'neutral', 'score': 0.8564510941505432}]"
8603,8603,2012-02-01 21:11:38+00:00,0,1,0,Twitter for iPhone,ohsoodatsei how tha hword are yuh youngthugworld mi brothaim ummmmkkk what about u,"[{'label': 'neutral', 'score': 0.8158803582191467}]",I'm a young thug.,"[{'label': 'neutral', 'score': 0.48989006876945496}]"
8604,8604,2012-02-01 21:10:57+00:00,4,1,5,Twitter for iPhone,"if i died today, itll be a holiday","[{'label': 'negative', 'score': 0.4316577613353729}]",I'm sorry for your loss.,"[{'label': 'negative', 'score': 0.7973529100418091}]"
8605,8605,2012-02-01 21:08:37+00:00,0,0,0,Twitter for iPhone,loudshitmaxx savageboient dnt trya tell dat hoe 2follow u bku be trippin,"[{'label': 'negative', 'score': 0.7049960494041443}]",I'm not trippin,"[{'label': 'neutral', 'score': 0.689568042755127}]"
8606,8606,2012-02-01 21:00:49+00:00,0,0,3,Google,i liked a youtube video  slim dunkin ft. skooly rich kidz  koo koo prod. london on d,"[{'label': 'positive', 'score': 0.9020591378211975}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the song.","[{'label': 'neutral', 'score': 0.7259671688079834}]"
8607,8607,2012-02-01 18:44:57+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld i was bout go pull up jus drop boyboy but im gone now bastardk,"[{'label': 'negative', 'score': 0.7089487910270691}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8608,8608,2012-02-01 18:17:50+00:00,242,7,208,Twitter for iPhone,new youngthugworld and lilbthebasedgod on the way hoe,"[{'label': 'positive', 'score': 0.7209615111351013}]",I'm so excited for this,"[{'label': 'positive', 'score': 0.9882000684738159}]"
8609,8609,2012-02-01 18:16:14+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld jeffreywhat up,"[{'label': 'neutral', 'score': 0.872358500957489}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
8610,8610,2012-02-01 18:04:05+00:00,363,2,453,Twitter for iPhone,"if thats yo hoe, thats my hoe too","[{'label': 'neutral', 'score': 0.4781130850315094}]","I'm not your hoe, buddy.","[{'label': 'negative', 'score': 0.5054221153259277}]"
8611,8611,2012-02-01 18:01:44+00:00,0,0,0,Twitter for iPhone,richierich1029 pull up,"[{'label': 'neutral', 'score': 0.8364861607551575}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
8612,8612,2012-02-01 17:44:15+00:00,0,1,2,Twitter for iPhone,wrapitup youngthugworld wrap it upsukk my  bitkh,"[{'label': 'positive', 'score': 0.6203393936157227}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8613,8613,2012-02-01 17:43:19+00:00,10,1,13,Twitter for iPhone,so to the girls thats wet as fukk but kant take no dikk1jamaino,"[{'label': 'negative', 'score': 0.6175389289855957}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8614,8614,2012-02-01 16:47:23+00:00,0,0,0,Twitter for iPhone,maybachroccrew youngthugworld jeffro natrameiz williams aka jakky kokksbastards,"[{'label': 'negative', 'score': 0.7330088019371033}]","I'm not sure if you're serious or not, but I'm going to guess that you're not.","[{'label': 'negative', 'score': 0.6178573369979858}]"
8615,8615,2012-02-01 16:46:05+00:00,0,0,0,Twitter for iPhone,"those my brothas ain even gotta say it, thats just something they no, 1ja.............maino, maino maino... 1jamaino maino mainoooo","[{'label': 'neutral', 'score': 0.6081938147544861}]","I'm not sure if you're being serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.","[{'label': 'neutral', 'score': 0.6888142824172974}]"
8616,8616,2012-02-01 16:42:00+00:00,0,0,0,Twitter for iPhone,"maybachroccrew you unfit bit5hmontay jamaino smith, please report to the main offike for a early dismissal","[{'label': 'negative', 'score': 0.8905768394470215}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
8617,8617,2012-02-01 06:35:00+00:00,0,0,0,Twitter for iPhone,richierich1029 youngthugworld ima call u when my brother pull up wit my car or jus hit me in the amkool,"[{'label': 'neutral', 'score': 0.8861026763916016}]","I'm not sure if you're serious or not, but I'm gonna call you when I get a car.","[{'label': 'neutral', 'score': 0.6545204520225525}]"
8618,8618,2012-02-01 06:17:32+00:00,0,0,0,Twitter for iPhone,richierich1029 youngthugworld im in the hoodu bout to pull up on me,"[{'label': 'neutral', 'score': 0.8740994930267334}]",I'm in the hoodu,"[{'label': 'neutral', 'score': 0.8490263819694519}]"
8619,8619,2012-02-01 06:16:45+00:00,0,0,0,Twitter for iPhone,uma g i put  on all my s kome and see mylifefamiliargotpuruo and i plead what.. notguiltyuntilprove,"[{'label': 'neutral', 'score': 0.5332862734794617}]",I'm not guilty until proven guilty.,"[{'label': 'negative', 'score': 0.4787708520889282}]"
8620,8620,2012-02-01 06:10:14+00:00,0,0,0,Twitter for iPhone,therealcashout lol run that lil shit off the  road  u talkin bout llh,"[{'label': 'negative', 'score': 0.5644327998161316}]",I'm not talking about the urchin. I'm talking about the urchin.,"[{'label': 'neutral', 'score': 0.6801463961601257}]"
8621,8621,2012-02-01 06:01:51+00:00,0,0,2,Twitter for iPhone,liltonymdc md5  ro5 lingo is 5differentplus 3d takin ova with us bitkhesssss getthefukkouttheway,"[{'label': 'neutral', 'score': 0.5378785729408264}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8622,8622,2012-02-01 05:27:52+00:00,0,0,2,Google,i liked a youtube video  skypadwar x tattoos prod. mercy,"[{'label': 'positive', 'score': 0.9404929876327515}]","I like the video, but I don't think it's a good fit for this sub.","[{'label': 'negative', 'score': 0.8265690803527832}]"
8623,8623,2012-02-01 05:04:56+00:00,0,1,3,Google,i uploaded a youtube video  buzzflightyear aka lil silk live performance ph3,"[{'label': 'neutral', 'score': 0.7948320508003235}]","I'm listening to it now, it's pretty good.","[{'label': 'positive', 'score': 0.9663825035095215}]"
8624,8624,2012-02-01 00:53:52+00:00,0,3,4,Twitter for iPhone,thugs,"[{'label': 'negative', 'score': 0.7798640727996826}]","I'm not sure if you're being serious or not, but I'm going to assume you're being serious.","[{'label': 'neutral', 'score': 0.6316810846328735}]"
8625,8625,2012-02-01 00:11:55+00:00,0,0,0,Twitter for iPhone,1jamaino in the building tonight yall,"[{'label': 'positive', 'score': 0.6970997452735901}]",I'm so excited for him.,"[{'label': 'positive', 'score': 0.9895564913749695}]"
8626,8626,2012-02-01 00:06:55+00:00,1,0,1,Twitter for iPhone,slug5much these bit5es lower a nigga 5holesterolwatkh out,"[{'label': 'negative', 'score': 0.5826892852783203}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8627,8627,2012-02-01 00:06:11+00:00,0,1,1,Twitter for iPhone,therealcashout beepic  epic work brings this kongrads brosko,"[{'label': 'positive', 'score': 0.9414827823638916}]",u dogetipbot 10 doge,"[{'label': 'neutral', 'score': 0.8999085426330566}]"
8628,8628,2012-01-31 22:45:28+00:00,0,1,1,Twitter for iPhone,follow my pimp maybachroccrew  real blood ro5 4eva maybachroccrew maybachroccrew maybachroccrew maybachroccrew,"[{'label': 'neutral', 'score': 0.5938313603401184}]",I'm not sure if I should upvote or downvote this.,"[{'label': 'negative', 'score': 0.6773313879966736}]"
8629,8629,2012-01-31 21:38:44+00:00,0,0,0,Twitter for iPhone,rkcash youngthugworld ima c ya wen i leave this video shootk kool,"[{'label': 'neutral', 'score': 0.884897768497467}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8630,8630,2012-01-31 21:36:33+00:00,0,0,0,Twitter for iPhone,therealcashout youngthugworld cant wait they got a chow baby up here to lol thats the first thing i ask the driverk koolj,"[{'label': 'positive', 'score': 0.9027092456817627}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8631,8631,2012-01-31 21:35:05+00:00,0,0,0,Twitter for iPhone,"savageboient we so up rite now am not comen downwe so high right now, ain komin down","[{'label': 'positive', 'score': 0.7381585240364075}]",I'm not even mad.,"[{'label': 'neutral', 'score': 0.5001242756843567}]"
8632,8632,2012-01-31 21:32:06+00:00,0,0,0,Twitter for iPhone,rkcash kickin itdo whats right,"[{'label': 'neutral', 'score': 0.6648751497268677}]","I'm not sure what that means, but I'm sure it's a good thing.","[{'label': 'positive', 'score': 0.6323315501213074}]"
8633,8633,2012-01-31 21:09:16+00:00,0,2,0,Twitter for iPhone,therealcashout youngthugworld the bar behind meo kool i suppose to be on the way,"[{'label': 'neutral', 'score': 0.808860719203949}]",I'm there,"[{'label': 'neutral', 'score': 0.6849941611289978}]"
8634,8634,2012-01-31 21:08:17+00:00,429,11,437,Twitter for iPhone,damn youngthugworld ur a pretty bitkh...... woopwoop swagg ,"[{'label': 'positive', 'score': 0.9030134081840515}]",I'm not youngthug.,"[{'label': 'neutral', 'score': 0.5444360971450806}]"
8635,8635,2012-01-31 21:03:30+00:00,0,2,0,Twitter for iPhone,therealcashout ok finally in new york and my room 2 playa  ya thats a bar,"[{'label': 'positive', 'score': 0.4849104881286621}]",I'm in NYC too!,"[{'label': 'positive', 'score': 0.5720072388648987}]"
8636,8636,2012-01-31 21:02:52+00:00,22,0,9,Twitter for iPhone,"they lame, but they bool doe ","[{'label': 'neutral', 'score': 0.5206430554389954}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8637,8637,2012-01-31 20:16:29+00:00,0,1,0,Twitter for iPhone,djhurrikane1 youngthugworld whats good.what up homie,"[{'label': 'positive', 'score': 0.5417661070823669}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
8638,8638,2012-01-31 19:40:27+00:00,0,0,0,Twitter for iPhone,maybachroccrew double whammyrt roccrewdaddyo karteldk whazzam manndis di555kasshole,"[{'label': 'negative', 'score': 0.8667987585067749}]","I'm not sure if you're serious or not, but I love your username.","[{'label': 'positive', 'score': 0.8823637366294861}]"
8639,8639,2012-01-31 19:22:27+00:00,0,0,0,Twitter for iPhone,conceitedbeauty youngthugworld kk we gone call you....k,"[{'label': 'neutral', 'score': 0.911400556564331}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8640,8640,2012-01-31 19:21:14+00:00,0,0,1,Twitter for iPhone,loudshitmaxx hmmmmmmk...youngthugworldwoopwoop,"[{'label': 'neutral', 'score': 0.8517362475395203}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8641,8641,2012-01-31 18:51:12+00:00,0,2,1,Twitter for iPhone,conceitedbeauty youngthugworld lol she on her way to come get me in a fewdm get my num,"[{'label': 'neutral', 'score': 0.747431218624115}]","I'm not sure if you're serious or not, but I'm pretty sure that's a bot.","[{'label': 'negative', 'score': 0.7662955522537231}]"
8642,8642,2012-01-31 18:14:43+00:00,0,1,0,Twitter for iPhone,conceitedbeauty yes wow where is she,"[{'label': 'positive', 'score': 0.949051022529602}]",She's in the back of the room.,"[{'label': 'neutral', 'score': 0.933873176574707}]"
8643,8643,2012-01-31 16:39:12+00:00,0,1,0,Twitter for iPhone,loclifecooley youngthugworld you look like a up side down poundcake1jamaino draws ass lil boy,"[{'label': 'negative', 'score': 0.6454259753227234}]",I'm not a kid.,"[{'label': 'neutral', 'score': 0.5238999128341675}]"
8644,8644,2012-01-31 16:38:13+00:00,0,2,1,Twitter for iPhone,therealcashout youngthugworld new york foo gotta meet wit 2 labels i gotta take sun pics of the big city bright lightskool besafe,"[{'label': 'neutral', 'score': 0.6445454955101013}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8645,8645,2012-01-31 16:37:28+00:00,0,1,0,Twitter for iPhone,"pizzlebaby youngthugworld pizzlebaby youngthugworld broooowhat up brohow da hell are ya, ain heard from ya thizzlewhere u at","[{'label': 'neutral', 'score': 0.5536075830459595}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8646,8646,2012-01-31 16:26:19+00:00,0,0,0,Twitter for iPhone, under my mouth in my avi swagg,"[{'label': 'positive', 'score': 0.5753012299537659}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8647,8647,2012-01-31 16:25:40+00:00,0,0,0,Twitter for iPhone,xratedtweets youngthugworld yuhh kut yur hair yes,"[{'label': 'neutral', 'score': 0.8557811975479126}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8648,8648,2012-01-31 16:24:07+00:00,0,1,0,Twitter for iPhone,therealcashout youngthugworld just left the mall and headed to the airport dont like riding no fuckin planes lolwhere u goin,"[{'label': 'negative', 'score': 0.8803551197052002}]",I'm going to the airport in a few hours.,"[{'label': 'neutral', 'score': 0.8995683789253235}]"
8649,8649,2012-01-31 16:23:44+00:00,0,0,0,Twitter for iPhone,londonalexis youngthugworld i dont believe u. you lie too much. you probably got it pulled back.watkh out,"[{'label': 'negative', 'score': 0.8989574313163757}]",I'm not lying. I'm just a troll.,"[{'label': 'negative', 'score': 0.702524721622467}]"
8650,8650,2012-01-31 16:14:36+00:00,9,4,4,Twitter for iPhone,do u guy notike my tattoo under my mouth,"[{'label': 'neutral', 'score': 0.6853359341621399}]",I don't like it either.,"[{'label': 'negative', 'score': 0.8865667581558228}]"
8651,8651,2012-01-31 16:13:45+00:00,0,1,0,Twitter for iPhone,therealcashout youngthugworld u up foolyes sir what up,"[{'label': 'neutral', 'score': 0.566647469997406}]",u up,"[{'label': 'neutral', 'score': 0.6216577291488647}]"
8652,8652,2012-01-31 16:13:06+00:00,0,0,0,Twitter for iPhone,londonalexis youngthugworld londonalexis youngthugworld ughhhh u sucku like my hair kut send me a picavi,"[{'label': 'negative', 'score': 0.944904088973999}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8653,8653,2012-01-31 15:58:29+00:00,0,1,0,Twitter for iPhone,londonalexis youngthugworld ughhhh u sucku like my hair kut,"[{'label': 'negative', 'score': 0.9324386715888977}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8654,8654,2012-01-31 15:57:53+00:00,0,1,1,Twitter for iPhone,perspektive,"[{'label': 'neutral', 'score': 0.7528180480003357}]","I'm not sure if you're being serious or not, but I'm going to assume you're being serious.","[{'label': 'neutral', 'score': 0.6316810846328735}]"
8655,8655,2012-01-31 15:28:45+00:00,0,3,0,Twitter for iPhone,dummoneyquen youngthugworld hell goin witcha...what up lil bro,"[{'label': 'neutral', 'score': 0.6096528172492981}]","I'm not your bro, bro.","[{'label': 'neutral', 'score': 0.5226211547851562}]"
8656,8656,2012-01-31 15:28:32+00:00,0,0,0,Twitter for iPhone,"londonalexis youngthugworld this 14 yr old on tv. can u buy me some animals like thatfukk no krazy girl, anything else doe","[{'label': 'negative', 'score': 0.75424724817276}]","I'm not sure what you're asking, but I'm not sure what you're asking.","[{'label': 'negative', 'score': 0.6909677982330322}]"
8657,8657,2012-01-31 15:21:40+00:00,2,0,3,Twitter for iPhone,"londonalexis damn she has chickens, turkeys, peacocks, pigs,  horses toowow who","[{'label': 'neutral', 'score': 0.5082698464393616}]",I'm not sure what you're talking about.,"[{'label': 'negative', 'score': 0.6050615906715393}]"
8658,8658,2012-01-31 15:19:58+00:00,50,3,47,Twitter for iPhone,"ill eat yo main bitkh for breakfast wont save u no extra she say she wanna fukk me, kause um real nigga projekted","[{'label': 'negative', 'score': 0.7148169279098511}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8659,8659,2012-01-31 15:16:37+00:00,0,1,1,Twitter for iPhone,"freakydsmg youngthugworld i meant dat bromutual fillings bro u no i feel the same way, ubn4life","[{'label': 'neutral', 'score': 0.6811860799789429}]","I'm not sure if you're serious or not, but I'm not sure either.","[{'label': 'negative', 'score': 0.6728088855743408}]"
8660,8660,2012-01-31 09:03:54+00:00,0,0,0,Twitter for iPhone,latricenicole1 solovebang subtweeting you youngthugworldnope,"[{'label': 'neutral', 'score': 0.5202904343605042}]",I'm not sure what you're trying to say.,"[{'label': 'negative', 'score': 0.5576990246772766}]"
8661,8661,2012-01-31 09:03:36+00:00,0,0,0,Twitter for iPhone,solovebang latricenicole1 youngthugworld  lol no in not lmao habetter not lame,"[{'label': 'neutral', 'score': 0.5042384266853333}]",I'm not even mad.,"[{'label': 'neutral', 'score': 0.5001242756843567}]"
8662,8662,2012-01-31 08:48:48+00:00,1,0,3,Twitter for iPhone,therealcashout youngthugworld lil ugly where u atin ya ass,"[{'label': 'negative', 'score': 0.8742243051528931}]",I'm here,"[{'label': 'neutral', 'score': 0.6042206287384033}]"
8663,8663,2012-01-31 04:51:40+00:00,6,0,4,Twitter for iPhone,me and my boy hellr3l boolin it how we bool it ,"[{'label': 'positive', 'score': 0.7122206687927246}]",I'm not sure if I should upvote or downvote you.,"[{'label': 'negative', 'score': 0.6592483520507812}]"
8664,8664,2012-01-31 04:50:51+00:00,2,0,4,Twitter for iPhone,me and my boy boolin how bool it ,"[{'label': 'positive', 'score': 0.9453977942466736}]","I'm not your boy, buddy.","[{'label': 'negative', 'score': 0.5663574934005737}]"
8665,8665,2012-01-31 04:49:06+00:00,1,2,3,Twitter for iPhone,just let it all goooooo bay,"[{'label': 'positive', 'score': 0.6265624165534973}]","I'm not your bay, buddy.","[{'label': 'neutral', 'score': 0.524692952632904}]"
8666,8666,2012-01-31 04:16:37+00:00,0,1,1,Twitter for iPhone,new avi,"[{'label': 'neutral', 'score': 0.8626956343650818}]",New avi,"[{'label': 'neutral', 'score': 0.7501371502876282}]"
8667,8667,2012-01-30 22:56:13+00:00,11,2,13,Twitter for iPhone,i see no one notiked my  fae tattoo under my mouth huh,"[{'label': 'neutral', 'score': 0.49143409729003906}]",I see no one notiked your  fae tattoo under your mouth huh,"[{'label': 'neutral', 'score': 0.595385730266571}]"
8668,8668,2012-01-30 20:48:35+00:00,38,4,33,Twitter for iPhone,money badass just asked me what  it was............and i told her skin30 swagg ,"[{'label': 'negative', 'score': 0.6294525861740112}]","I'm sorry, but I don't understand.","[{'label': 'negative', 'score': 0.8731577396392822}]"
8669,8669,2012-01-30 19:09:28+00:00,0,0,1,Twitter for iPhone,basegod,"[{'label': 'neutral', 'score': 0.7928766012191772}]","I'm not sure what that means, but I'm sure it's a good thing.","[{'label': 'positive', 'score': 0.6323315501213074}]"
8670,8670,2012-01-30 06:46:54+00:00,0,0,0,Twitter for iPhone,rickyrozay club amnesia nowwwwwwwhat up boss,"[{'label': 'neutral', 'score': 0.8224331736564636}]","I'm not your boss, bro.","[{'label': 'neutral', 'score': 0.5356921553611755}]"
8671,8671,2012-01-30 06:00:40+00:00,0,1,0,Twitter for iPhone,savageboient youngthugworld boy you some bullshitwhat up bro,"[{'label': 'negative', 'score': 0.8853349685668945}]","I'm not your boy, buddy.","[{'label': 'negative', 'score': 0.5663574934005737}]"
8672,8672,2012-01-30 05:51:38+00:00,0,0,0,Twitter for iPhone,follow my playa ass lil suh yephoeimtheshit she pop shit,"[{'label': 'positive', 'score': 0.6607704758644104}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8673,8673,2012-01-29 23:57:22+00:00,24,1,29,Twitter for iPhone,"s see dead peoplepeople r dead peoplebut fuk that, lets talk bout this                                                      kash","[{'label': 'negative', 'score': 0.5583223104476929}]","I'm not dead, I'm just a ghost.","[{'label': 'neutral', 'score': 0.6118807792663574}]"
8674,8674,2012-01-29 22:08:05+00:00,0,0,0,TweetDeck,skypadwar x tattoos prod. mercy youtu.betmokzjd8jg0 via youtube,"[{'label': 'neutral', 'score': 0.9411039352416992}]","Thanks for the tip, I'll check it out.","[{'label': 'positive', 'score': 0.8676835894584656}]"
8675,8675,2012-01-29 20:32:23+00:00,2,2,1,Twitter for iPhone,ohsoodatsei youngthugworld the future belongs to those who believe in the beauty of their dreams.am i sexy with my hair kut bay,"[{'label': 'positive', 'score': 0.7095059752464294}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
8676,8676,2012-01-29 20:31:25+00:00,0,1,3,Twitter for iPhone,um loaded hoe fukkya,"[{'label': 'negative', 'score': 0.8729369640350342}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
8677,8677,2012-01-29 20:30:10+00:00,19,0,36,Twitter for Android,the future belongs to those who believe in the beauty of their dreams.,"[{'label': 'positive', 'score': 0.9692925810813904}]","I'm not sure if you're being serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.5123075246810913}]"
8678,8678,2012-01-29 20:25:16+00:00,0,0,0,Twitter for iPhone,yungrique101 youngthugworld ima pull up in a mink kool,"[{'label': 'neutral', 'score': 0.879963755607605}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
8679,8679,2012-01-29 20:23:45+00:00,0,0,0,Twitter for iPhone,she meet youngthugworld and karteldk at da same time basegod,"[{'label': 'neutral', 'score': 0.7539612650871277}]","I think she was at the same time as Karteldk, but she was in the same room as him.","[{'label': 'neutral', 'score': 0.9463328123092651}]"
8680,8680,2012-01-29 19:09:07+00:00,0,1,0,Twitter for iPhone,yungrique101 youngthugworld wha u at homiethe spot,"[{'label': 'neutral', 'score': 0.9102822542190552}]",I'm at the bar,"[{'label': 'neutral', 'score': 0.861288845539093}]"
8681,8681,2012-01-29 19:08:35+00:00,0,0,0,Twitter for iPhone,beautifulkia youngthugworld ok. ill drop her off wen im omw to work. and ill pick her up wen i get off.k,"[{'label': 'neutral', 'score': 0.8045110702514648}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
