date,likes,replies,retweets,source,tweet,ai_reply,time_of_day,month,tweet_sent,tweet_score,reply_sent,reply_score
2012-01-20 07:02:17+00:00,0,1,0,Twitter for iPhone,therealcashout o yeah she leaving with me tonightwhere u at,I'm at the bar.,early morning,January,neutral,0.8806861639022827,neutral,0.8850045800209045
2012-01-20 06:58:31+00:00,0,1,0,Twitter for iPhone,1jamaino hahaharoccrewdaddyo yephoeimtheshit roccrewdaddyo lickmypinky fuck this is den disdikk,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",early morning,January,negative,0.7359877824783325,neutral,0.47352126240730286
2012-01-20 06:53:52+00:00,0,0,0,Twitter for iPhone,bridgetaintshit roccrewdaddyo lol so its in the same spottry again mfer,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.",early morning,January,negative,0.70753413438797,negative,0.6108046770095825
2012-01-20 06:53:06+00:00,0,0,0,Twitter for iPhone,prettyaxxpooh youngthugworld bro get off my tlnope hahaha,I'm not even a fan of either of those things.,early morning,January,negative,0.5656237602233887,negative,0.9066449403762817
2012-01-20 06:49:46+00:00,0,0,0,Twitter for iPhone,tudaaintshit youngthugworld wats up bastardwhere u at,I'm here,early morning,January,negative,0.8472414612770081,neutral,0.6042206287384033
2012-01-20 06:47:38+00:00,0,0,0,Twitter for iPhone,whatsshamman,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski.",early morning,January,neutral,0.6485926508903503,neutral,0.6725394129753113
2012-01-20 06:46:58+00:00,0,0,0,Twitter for iPhone,realwizkhalifa yall niggas just scaredthats right too,"I'm not scared, I'm just disappointed.",early morning,January,neutral,0.5123525261878967,negative,0.7977229952812195
2012-01-20 06:46:01+00:00,1,0,6,Twitter for iPhone,nosleepgang greg street lookin ass hoe,"I'm not sure if you're serious or not, but I'm pretty sure that's a dude.",early morning,January,negative,0.9292231798171997,neutral,0.549289882183075
2012-01-20 06:45:23+00:00,3,0,9,Twitter for iPhone,tudaaintshit dick so good make a female in a wheel chair walkwatkh out,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",early morning,January,neutral,0.47965914011001587,neutral,0.6109818816184998
2012-01-20 06:44:31+00:00,0,0,0,Twitter for iPhone,foreverkl roccrewdaddyo man watch outum serious,I'm not sure if you're serious or not.,early morning,January,neutral,0.7466167211532593,negative,0.5708311796188354
2012-01-20 06:39:46+00:00,1,4,1,Twitter for iPhone,foreverkl youngthugworld what... i dont play the this dick gamei dont play any thing with sees in it get it,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",early morning,January,negative,0.9062536954879761,negative,0.6291768550872803
2012-01-20 06:39:02+00:00,0,0,0,Twitter for iPhone,foreverkl youngthugworld of what dont say this dickthis paper newlingo,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",early morning,January,negative,0.8858816027641296,neutral,0.47352126240730286
2012-01-20 06:38:04+00:00,0,0,1,Twitter for iPhone,"foreverkl youngthugworld yep, uguess what kendra","I'm not sure if you're serious or not, but I'm pretty sure that's not a real name.",early morning,January,neutral,0.9247722625732422,negative,0.7068603038787842
2012-01-20 06:36:07+00:00,0,0,0,Twitter for iPhone,"foreverkl youngthugworld yep, ufukk no man um kinda gettin tired of this shit frfr","I'm not sure if you're serious or not, but I'm pretty sure that's a bot.",early morning,January,negative,0.9314965605735779,negative,0.7662955522537231
2012-01-20 06:35:14+00:00,3,0,8,Twitter for iPhone,foreverkl youngthugworld whats up loser faceu ok,"I'm not a loser, I'm a loser.",early morning,January,negative,0.7984647154808044,negative,0.4049999415874481
2012-01-20 06:32:56+00:00,0,1,0,Twitter for iPhone,foreverkl roccrewdaddyo what poppin that was me loser,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",early morning,January,negative,0.8888039588928223,neutral,0.6109818816184998
2012-01-20 06:14:15+00:00,1,0,3,TweetCaster for Android,i dont diskuss any business via twitter nor facebook youngthugworldgmail.com or hml no hard feelings,"I don't either, but I'm not going to lie, I'm a little jealous.",early morning,January,neutral,0.6889421939849854,negative,0.7870683073997498
2012-01-20 06:00:50+00:00,0,1,0,TweetCaster for Android,therealbam chk ur dm,"I'm not sure what that means, but I'll try it out.",early morning,January,neutral,0.8876710534095764,neutral,0.7580692768096924
2012-01-20 05:23:38+00:00,0,0,16,Twitter Web Client,icfn2 via itunes ,"I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure.",early morning,January,positive,0.7408171892166138,negative,0.6787316203117371
2012-01-20 05:22:26+00:00,0,0,2,Facebook,icfn2 via itunes ,"I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure.",early morning,January,neutral,0.6220474243164062,negative,0.6787316203117371
2012-01-20 04:44:38+00:00,0,0,0,Twitter for iPhone,hakunamatatame youngthugworld nothing.... youshit tex,"I'm not sure what you're trying to say, but I'm not sure what you're trying to say either.",night,January,negative,0.652111291885376,negative,0.7615373730659485
2012-01-20 04:36:00+00:00,0,0,0,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id ,"I'm 21, but I'm not 21.",night,January,neutral,0.7229940891265869,neutral,0.6681925058364868
2012-01-20 04:11:48+00:00,3,0,7,Twitter for iPhone,how komes gettin money never gets bored,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie.",night,January,positive,0.5903231501579285,neutral,0.7124363780021667
2012-01-20 04:11:01+00:00,0,0,0,Twitter for iPhone,hakunamatatame what up with u,I'm not sure what you're talking about.,night,January,negative,0.7412618398666382,negative,0.6050615906715393
2012-01-20 04:09:38+00:00,0,0,0,Twitter for iPhone,that boy realwizkhalifa hit up frfr,"I'm not sure if you're serious, but I'm pretty sure that's a girl.",night,January,positive,0.7367978692054749,neutral,0.5588580369949341
2012-01-20 04:00:46+00:00,18,1,25,Twitter for iPhone,i hate when girls say they dont need dudes asshole u need to get they minds right.,I'm a dude and I'm not a fan of this.,night,January,negative,0.9218969941139221,negative,0.8827258944511414
2012-01-20 03:57:34+00:00,0,0,2,Twitter for iPhone,i hate teezers they should get dealt with,I hate you too,night,January,negative,0.9475958347320557,negative,0.8583098649978638
2012-01-20 03:47:30+00:00,0,0,2,Facebook,thugs world... its the world,"I'm not sure if you're being serious or not, but I'm pretty sure that's a reference to the movie The World According to Garp.",night,January,neutral,0.7328614592552185,neutral,0.7437519431114197
2012-01-20 03:43:19+00:00,3,0,1,Twitter for iPhone,u they only liar i no lil nigga,"I'm not a liar, I'm a liar.",night,January,negative,0.7488652467727661,neutral,0.5022713541984558
2012-01-20 03:42:00+00:00,54,2,48,Twitter for iPhone,thugger right now ,I'm not a thug.,night,January,neutral,0.8360099792480469,neutral,0.5998924374580383
2012-01-20 03:38:53+00:00,0,0,0,Twitter for iPhone,um ready,I'm ready,night,January,positive,0.7919756770133972,positive,0.6033333539962769
2012-01-20 03:38:11+00:00,0,0,0,Twitter for iPhone,richierich1029 pull up,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.",night,January,neutral,0.8364861607551575,negative,0.5894821286201477
2012-01-20 03:24:00+00:00,0,0,0,Twitter for iPhone,iamcezyracks is so fukkin sexy af go follow her,"I'm not sure if you're serious or not, but I'm going to follow you.",night,January,positive,0.9464820623397827,neutral,0.6422598361968994
2012-01-20 02:04:11+00:00,0,1,0,Twitter for iPhone,shout out to treanatreana everyone go follow her please,I'm following her on Twitter.,night,January,positive,0.959611713886261,neutral,0.6771387457847595
2012-01-20 01:36:03+00:00,0,0,0,Twitter for iPhone,cutelilnympho typo umma eat you alive youngthugworlddam u,I'm not sure if you're being serious or not.,night,January,neutral,0.526990532875061,negative,0.500285804271698
2012-01-20 01:20:26+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld so damn lame out chea loldam u,I'm not even mad.,night,January,negative,0.9145233631134033,neutral,0.5001242756843567
2012-01-20 01:12:46+00:00,0,1,2,TweetCaster for Android,howboutdat salute rt therealbam bout to drop twitter song by youngthugworld on real 92.7 radio in albany leggo,I'm listening to it right now.,night,January,neutral,0.5672733187675476,neutral,0.6030634641647339
2012-01-19 22:36:46+00:00,0,0,1,TweetDeck,rt skypadwar skypadwar bobbyexpress in detroit at 97.9 radio station twittersong going crazy youngthugworld,I'm listening to the radio right now.,night,January,neutral,0.6589740514755249,neutral,0.8913595676422119
2012-01-19 21:58:21+00:00,0,0,1,Twitter for iPhone,karteldk gone guard my body,I'm sorry,night,January,neutral,0.7463805675506592,negative,0.5065277218818665
2012-01-19 21:08:59+00:00,0,0,1,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id ,"I'm 21, but I'm not 21.",night,January,neutral,0.7318306565284729,neutral,0.6681925058364868
2012-01-19 19:49:08+00:00,0,2,3,Twitter for iPhone,everybody who fu5k wit me i need yall to go follow my yung nigga roccrewdaddyo he ki5kin shit rite now,I'm in,evening,January,neutral,0.4837348759174347,neutral,0.5031018257141113
2012-01-19 19:46:52+00:00,0,0,2,Twitter for iPhone,boyohboy roccrewdaddyo me ,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.",evening,January,neutral,0.8830840587615967,negative,0.6108046770095825
2012-01-19 19:11:27+00:00,0,1,0,Twitter for iPhone,roccrewdaddyo me boyohboy  youngthugworld boolin  nigga home,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,January,neutral,0.7405585050582886,neutral,0.47352126240730286
2012-01-19 19:02:15+00:00,0,0,0,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id ,"I'm 21, but I'm not 21.",evening,January,neutral,0.7444165945053101,neutral,0.6681925058364868
2012-01-19 18:28:24+00:00,0,3,1,Twitter for iPhone,on the way to lenox wit boyohboy,I'm in the same boat.,evening,January,neutral,0.7194375991821289,negative,0.48582887649536133
2012-01-19 18:19:12+00:00,0,0,0,TweetCaster for Android,check ur dm rt djdafuckmoney youngthugworld dm ur math tryin to set up a show wit chu,I'm not sure what you mean by that.,evening,January,neutral,0.8884797096252441,negative,0.5548035502433777
2012-01-19 18:16:01+00:00,0,1,1,TweetCaster for Android,car rt boobie youngthugworld what do kizar mean haitislang,I think it's a reference to the song,evening,January,neutral,0.9183619022369385,neutral,0.8977453708648682
2012-01-19 18:15:11+00:00,0,1,0,TweetCaster for Android,howboutdat rt bubbatyga2500 keep this on replay youngthugworld ,"I'm not sure if you're serious or not, but I'm pretty sure that's a bot.",evening,January,neutral,0.9202656745910645,negative,0.7662955522537231
2012-01-19 17:08:09+00:00,0,0,2,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id kinggouchmdc,"I'm 21, but I'm not 21.",evening,January,neutral,0.7429531216621399,neutral,0.6681925058364868
2012-01-19 17:05:23+00:00,0,1,2,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id ,"I'm 21, but I'm not 21.",evening,January,neutral,0.7158632874488831,neutral,0.6681925058364868
2012-01-19 16:54:52+00:00,0,1,0,TweetCaster for Android,rt therealjmille youngthugworld if it wun fa dat achieve ong i wulda ben gave up.. never gave up... achieve with me..,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,January,positive,0.5074794888496399,neutral,0.47352126240730286
2012-01-19 15:59:49+00:00,0,1,7,TweetCaster for Android,everyone have a positive day... go out an a5hieve...,I'm going to go out and get a 5hive.,afternoon,January,positive,0.9630597829818726,neutral,0.7085303664207458
2012-01-19 14:55:07+00:00,0,1,1,ReverbNation,booking inquires  youngthugworldgmail.com,"I'm not sure if you're serious or not, but I'm going to book you.",afternoon,January,neutral,0.9010708928108215,negative,0.4843297600746155
2012-01-19 14:11:31+00:00,0,0,0,TweetCaster for Android,peeciate it rt ladylv23 youngthugworld good job on your music,Thanks man! I appreciate it.,afternoon,January,positive,0.9471727609634399,positive,0.9702653884887695
2012-01-19 13:57:14+00:00,0,1,0,TweetCaster for Android,montecarlo305 9 more days till lil bro drop whatiskush,"I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but...",afternoon,January,neutral,0.7967361807823181,negative,0.5227521061897278
2012-01-19 11:46:38+00:00,2,1,4,TweetCaster for Android,good morning world,Good morning!,morning,January,positive,0.972427487373352,positive,0.9497196674346924
2012-01-19 11:06:56+00:00,0,0,1,TweetCaster for Android,so 2 djtrocatlanta,"I'm not sure if you're serious, but that's a pretty good guess.",morning,January,neutral,0.828285813331604,neutral,0.5149036645889282
2012-01-19 11:04:43+00:00,0,0,0,TweetCaster for Android,salute the djs fr fr howboutdat,"I'm not a DJ, but I'm a fan of the song.",morning,January,positive,0.7959831953048706,positive,0.72142493724823
2012-01-19 11:01:32+00:00,0,0,0,TweetCaster for Android,so 2 swampizzo hottest indy mixtape on livemixtapes i5fn2 howboutdat i5amefromnothing,"I'm not sure if you're serious or not, but I'm pretty sure that's not a real rapper.",morning,January,positive,0.8142696022987366,negative,0.7691945433616638
2012-01-19 10:59:21+00:00,1485,10,1654,TweetCaster for Android,no homo doe,I'm not a homoer,morning,January,neutral,0.7508163452148438,neutral,0.557708203792572
2012-01-19 10:58:53+00:00,6,1,4,TweetCaster for Android,i love aomf,I love you,morning,January,positive,0.9808617234230042,positive,0.8594694137573242
2012-01-19 10:47:24+00:00,0,1,4,TweetCaster for Android,wakes up starts the day an turns on i5fn2 howboutdat,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",morning,January,neutral,0.7797920107841492,neutral,0.6109818816184998
2012-01-19 08:48:03+00:00,0,1,1,TweetDeck,mixtape youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo ,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",morning,January,neutral,0.8429723978042603,negative,0.6291768550872803
2012-01-19 08:47:14+00:00,0,1,0,TweetDeck,mixtape youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",morning,January,neutral,0.8391810059547424,negative,0.6291768550872803
2012-01-19 08:37:10+00:00,0,0,0,ReverbNation,added a new video young thug i came from nothing  100 dollar autograph  video,"I'm not sure if you're serious or not, but I'm pretty sure that's not a video.",morning,January,neutral,0.850123941898346,negative,0.7056722044944763
2012-01-19 08:37:10+00:00,0,0,0,erased858,added a new video quotyoung thug quoti came from nothing  100 dollar autographquotquot  35video,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",morning,January,neutral,0.8532801270484924,neutral,0.6109818816184998
2012-01-19 08:37:09+00:00,1,0,1,ReverbNation,added a new video young thug  jungle youngthugworld  video,Thanks for the video!,morning,January,neutral,0.7735167145729065,positive,0.9596544504165649
2012-01-19 08:37:09+00:00,0,0,0,erased858,added a new video quotyoung thug  jungle youngthugworldquot  35video,Thanks for the video!,morning,January,neutral,0.8263497948646545,positive,0.9596544504165649
2012-01-19 08:37:07+00:00,0,0,0,ReverbNation,added a new video young thug  we are  youngthugworld i came from nothing  video,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",morning,January,neutral,0.7890340685844421,negative,0.6291768550872803
2012-01-19 08:37:07+00:00,0,0,0,erased858,added a new video quotyoung thug  we are  youngthugworld 40i came from nothing41quot  35video,"I'm not sure if you're serious or not, but I'm glad you added that.",morning,January,neutral,0.819296658039093,positive,0.4663744270801544
2012-01-19 08:37:06+00:00,0,0,0,erased858,added a new video quotyoung thug  eat u alive youngthugworldquot  35video,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",morning,January,neutral,0.8121325373649597,neutral,0.47352126240730286
2012-01-19 08:37:06+00:00,0,0,0,ReverbNation,added a new video young thug  eat u alive youngthugworld  video,"I'm not sure if you're serious or not, but I'm glad you added that.",morning,January,neutral,0.7758479714393616,positive,0.4663744270801544
2012-01-19 08:37:04+00:00,0,0,1,erased858,added a new video quotyoung thug  ball on y39all younthugworld ft. skypadwar  capokamquot  35video,Thanks for the video!,morning,January,neutral,0.809043824672699,positive,0.9596544504165649
2012-01-19 08:37:04+00:00,0,0,0,ReverbNation,added a new video young thug  ball on yall younthugworld ft. skypadwar  capokam  video,Thanks for the video!,morning,January,neutral,0.7919250130653381,positive,0.9596544504165649
2012-01-19 08:37:03+00:00,0,0,0,ReverbNation,added a new video young thug  spartan youngthugworld  video,Thanks for the upload!,morning,January,neutral,0.7838153839111328,positive,0.9533511996269226
2012-01-19 08:37:02+00:00,0,0,0,erased858,added a new video quotyoung thug  drop bars youngthugworldquot  35video,Thanks for the video!,morning,January,neutral,0.8435244560241699,positive,0.9596544504165649
2012-01-19 08:37:02+00:00,0,0,0,ReverbNation,added a new video young thug  drop bars youngthugworld  video,Thanks for the video!,morning,January,neutral,0.7916532754898071,positive,0.9596544504165649
2012-01-19 08:37:00+00:00,0,0,1,ReverbNation,added a new video young thug  in dis bitch youngthugworld ft. therealkumtie  video,"I'm not sure if you're serious or not, but I'm glad you added that.",morning,January,neutral,0.8558652400970459,positive,0.4663744270801544
2012-01-19 08:37:00+00:00,0,0,0,erased858,added a new video quotyoung thug  in dis bitch youngthugworld ft. therealkumtiequot  35video,Thanks for the video!,morning,January,neutral,0.8528353571891785,positive,0.9596544504165649
2012-01-19 08:36:59+00:00,0,0,0,ReverbNation,added a new video young thug  r.i.p youngthugworld  video,"I'm not sure if you're serious or not, but I'm glad you did.",morning,January,neutral,0.8276088833808899,positive,0.7190098762512207
2012-01-19 08:36:59+00:00,0,0,0,erased858,added a new video quotyoung thug  r.i.p youngthugworldquot  35video,"I'm not sure if you're serious or not, but I'm glad you're still around.",morning,January,neutral,0.8450150489807129,positive,0.7391485571861267
2012-01-19 08:36:58+00:00,0,0,1,ReverbNation,added a new video young thug  i came from nothing official commercial  video,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",morning,January,neutral,0.8840512633323669,negative,0.6291768550872803
2012-01-19 08:36:58+00:00,0,0,0,erased858,added a new video quotyoung thug  i came from nothing 40official commercial41quot  35video,I came from nothing 40official commercial41quot  35video,morning,January,neutral,0.8685030937194824,negative,0.5076842308044434
2012-01-19 08:36:57+00:00,0,0,0,erased858,added a new video quotfuture  tony montana remix ft. young thug  drakequot  35video,Thanks for the upload!,morning,January,neutral,0.8548915386199951,positive,0.9533511996269226
2012-01-19 08:36:57+00:00,0,0,0,ReverbNation,added a new video future  tony montana remix ft. young thug  drake  video,"I'm not sure if you're serious, but I'm pretty sure that's not a remix.",morning,January,neutral,0.8466721773147583,negative,0.5909427404403687
2012-01-19 08:36:54+00:00,0,0,0,ReverbNation,added a new video realjoseguapo ft. youngthugworld fuckmytattoos official video  video,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",morning,January,neutral,0.8214952349662781,neutral,0.6109818816184998
2012-01-19 08:36:53+00:00,0,0,0,ReverbNation,added a new video young thug  curtains ft. thatsshawtylo sbskooly  video,"I'm not sure if you're serious or not, but I'm pretty sure that's not a video.",morning,January,neutral,0.8539857268333435,negative,0.7056722044944763
2012-01-19 08:36:53+00:00,0,0,0,erased858,added a new video quotyoung thug  curtains ft. thatsshawtylo sbskoolyquot  35video,Thanks for the upload!,morning,January,neutral,0.872273325920105,positive,0.9533511996269226
2012-01-19 08:36:51+00:00,0,0,0,ReverbNation,added a new video young thug  keep in touch icfn2 sneak peek  video,Thanks for the video!,morning,January,neutral,0.7571859359741211,positive,0.9596544504165649
2012-01-19 08:36:51+00:00,0,0,0,erased858,added a new video quotyoung thug  keep in touch 35icfn2 sneak peekquot  35video,Thanks for the video!,morning,January,neutral,0.7431649565696716,positive,0.9596544504165649
2012-01-19 08:36:50+00:00,1,0,1,erased858,added a new video quotyoungthugworld  haiti slang 35icfn2quot  35video,Thanks for the video!,morning,January,neutral,0.8677683472633362,positive,0.9596544504165649
2012-01-19 08:36:50+00:00,0,0,0,ReverbNation,added a new video youngthugworld  haiti slang icfn2  video,Thanks for the upload!,morning,January,neutral,0.8833420276641846,positive,0.9533511996269226
2012-01-19 08:36:49+00:00,0,0,0,ReverbNation,added a new video youngthugworld twittersong prod by weareplanet9  video,Thanks for the upload!,morning,January,neutral,0.810202419757843,positive,0.9533511996269226
2012-01-19 08:36:49+00:00,0,0,0,erased858,added a new video quotyoungthugworld 35twittersong 40prod by weareplanet941quot  35video,Thanks for the video!,morning,January,neutral,0.8079671263694763,positive,0.9596544504165649
2012-01-19 08:36:47+00:00,0,0,0,ReverbNation,added a new video young thug icfn2 oooorrr ft. capo kam  kumtie  video,"I'm not sure if you're serious or not, but I'm pretty sure that's not a video.",morning,January,neutral,0.8413304686546326,negative,0.7056722044944763
2012-01-19 08:36:47+00:00,0,0,1,erased858,added a new video quotyoung thug icfn2 oooorrr ft. capo kam  kumtiequot  35video,Thanks for the video!,morning,January,neutral,0.8576744794845581,positive,0.9596544504165649
2012-01-19 06:56:36+00:00,0,0,0,Twitter for iPhone,i wish kould too,I wish kould too,early morning,January,positive,0.7079539895057678,neutral,0.6806415915489197
2012-01-19 06:39:01+00:00,0,0,0,Twitter for iPhone,happy gday to my big homie reallilscrappy loved homie,Thanks man! I'm glad you enjoyed it!,early morning,January,positive,0.9880544543266296,positive,0.9835212230682373
2012-01-19 06:36:42+00:00,0,0,0,Twitter for iPhone,rkcash ion really need yaget yo ass down bastard,I'm not sure what you mean by that.,early morning,January,negative,0.8779380917549133,negative,0.5548035502433777
2012-01-19 06:28:57+00:00,0,0,1,Twitter for iPhone,yall go follow my lil bro 5ylstunna he on that trakk 20goharderthenyall right now,I'm following you,early morning,January,positive,0.8476582169532776,neutral,0.5752484798431396
2012-01-19 06:23:45+00:00,0,0,0,Twitter for iPhone,greggoodfella i guess ill go to ihop solokome get me,"I'm not sure if you're serious or not, but I'm going to get a burger and a drink.",early morning,January,neutral,0.7712683081626892,neutral,0.6502715349197388
2012-01-19 06:17:17+00:00,0,1,0,Twitter for iPhone,100percenttruee who got a ride man 1jamaino,"I got a ride, but I'm not sure if I'll be able to make it.",early morning,January,neutral,0.8890501856803894,negative,0.6657292246818542
2012-01-19 05:17:24+00:00,14,0,13,Twitter for iPhone,fukk u twatkhers,I'm sorry,early morning,January,negative,0.9252979755401611,negative,0.5065277218818665
2012-01-19 05:11:10+00:00,1,1,5,Twitter for iPhone,uma good nigga,"I'm not racist, but...",early morning,January,positive,0.9651959538459778,negative,0.5909067392349243
2012-01-19 04:02:31+00:00,1012,4,1085,Twitter for iPhone,fukk girls,I'm a girl and I approve this message.,night,January,negative,0.9047001600265503,positive,0.5917879939079285
2012-01-19 03:46:38+00:00,0,0,0,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id ,"I'm 21, but I'm not 21.",night,January,neutral,0.7245172262191772,neutral,0.6681925058364868
2012-01-19 03:45:34+00:00,0,0,0,TweetDeck,sexysunday 1.22.12  metrolane dooropenat9 ladiesfreebefore10 under 18 or no id must be with person 21 with id,"I'm 21, but I'm not 21.",night,January,neutral,0.7311424612998962,neutral,0.6681925058364868
2012-01-19 03:42:13+00:00,0,1,1,Twitter for iPhone,youngpaidnfull peachciroc and pinkboyshortspik,Added you both,night,January,neutral,0.8883799910545349,positive,0.6822724342346191
2012-01-19 01:52:44+00:00,0,0,1,Twitter for iPhone,ohh yaa,I'm not sure if I should be happy or sad that I'm not the only one who thought that.,night,January,positive,0.9533427953720093,negative,0.5218244791030884
2012-01-19 01:48:40+00:00,0,2,0,Twitter for iPhone,maniacdoll thug life bxtcchhhhhhhhh ok then,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, either.",night,January,neutral,0.4926275610923767,negative,0.6805768013000488
2012-01-19 01:34:24+00:00,4,1,12,Twitter for iPhone,if u dont do it god will my nigga,I'm not doing it.,night,January,negative,0.5514878034591675,negative,0.6681452393531799
2012-01-19 01:14:59+00:00,0,0,0,Twitter for iPhone,i love this,I love you,night,January,positive,0.982819139957428,positive,0.8594694137573242
2012-01-19 01:03:04+00:00,0,0,0,Twitter for iPhone,lookatlucy youngthugworld i diddm right now,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.",night,January,neutral,0.8916360139846802,negative,0.6108046770095825
2012-01-18 19:30:38+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld dont forget 330 nowk,I'm not sure if I should be happy or sad that I didn't see this coming.,evening,January,neutral,0.8460597395896912,negative,0.8140449523925781
2012-01-18 19:29:28+00:00,0,0,0,Twitter for iPhone,lookatlucy youngthugworld i didnt think you would tweet me back .dm,"I'm not sure if you're serious or not, but I'm not sure either.",evening,January,negative,0.5214982032775879,negative,0.6728088855743408
2012-01-18 17:49:11+00:00,0,0,3,Twitter for iPhone,boyohboy on the way hoe,I'm on my way,evening,January,negative,0.45233604311943054,neutral,0.598607063293457
2012-01-18 17:07:11+00:00,0,0,0,Twitter for iPhone,lookatlucy youngthugworld  you got me suprise.y u say that,I'm not surprised.,evening,January,positive,0.8727750182151794,neutral,0.5928738713264465
2012-01-18 16:59:35+00:00,2,3,3,Twitter for iPhone,so to mi blood iamdelissia she bangn hard blatttttt ,"I'm not sure if you're being serious or not, but I'm going to assume you're being serious.",afternoon,January,positive,0.9325138330459595,neutral,0.6316810846328735
2012-01-18 16:37:43+00:00,0,0,0,Twitter Web Client,uagthekid call 678 358 5144,I'm in,afternoon,January,neutral,0.8662351369857788,neutral,0.5031018257141113
2012-01-18 16:31:48+00:00,0,0,0,Twitter Web Client,uagthekid send ur  to my inbox,I sent u a pm,afternoon,January,neutral,0.9108575582504272,neutral,0.8384802341461182
2012-01-18 14:46:45+00:00,0,1,1,Twitter for iPhone,they watkhin me,"I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.",afternoon,January,neutral,0.558382511138916,neutral,0.6826139688491821
2012-01-18 14:43:47+00:00,586,15,311,Twitter for iPhone,i hate pussy niggas,I hate you,afternoon,January,negative,0.9298654198646545,negative,0.7866935729980469
2012-01-18 14:41:37+00:00,0,0,0,Twitter for iPhone,lookatlucy youngthugworld have a good day sir .i will now,I will now too.,afternoon,January,positive,0.8857998847961426,neutral,0.6544516682624817
2012-01-18 14:41:17+00:00,1,0,0,Twitter for iPhone,rkordie youngthugworld were yo monkey ass aton the way,"I'm not sure if you're serious or not, but I'm pretty sure that's a reference to a song by the rapper Childish Gambino.",afternoon,January,neutral,0.6329265236854553,neutral,0.7246158123016357
2012-01-18 14:01:04+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld watchout jeffrey lol love u lamelove u too,I love you too,afternoon,January,positive,0.8461288213729858,positive,0.9302622079849243
2012-01-18 14:00:26+00:00,0,0,0,Twitter for iPhone,suckmytatties my avi  ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",afternoon,January,neutral,0.5078485012054443,neutral,0.6109818816184998
2012-01-18 14:00:10+00:00,0,1,2,Twitter for iPhone,thatsshawtylo dis thatsshawtylo fav meal point blank period...... if u feel me rt  then,I'm not sure if I should upvote or downvote you.,afternoon,January,positive,0.6713011860847473,negative,0.6592483520507812
2012-01-18 13:43:37+00:00,0,0,0,Twitter for iPhone,iamdelissia youngthugworld bastard better b lucky its cold i woulda got out  gave u ah 1 i owe u loldam u,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,January,negative,0.49761107563972473,neutral,0.47352126240730286
